Layer,0.0cm,10.0cm,20.0cm,30.0cm,40.0cm,50.0cm,60.0cm,70.0cm,80.0cm,90.0cm,100.0cm,200.0cm,300.0cm,400.0cm,500.0cm,600.0cm,700.0cm,800.0cm,900.0cm,1000.0cm,2000.0cm,3000.0cm,4000.0cm,5000.0cm,6000.0cm,7000.0cm,8000.0cm,9000.0cm,10000.0cm,15000.0cm,20000.0cm,30000.0cm,100000.0cm
1.0,0.41,0.4016320080447343,0.3929759536489048,0.38531836877690534,0.37848980385603237,0.37232769629080065,0.36670969827783495,0.36154441488587086,0.35676224080094643,0.3523089813142709,0.3481415736080373,0.31675553172193993,0.29581903274101234,0.2802519368015115,0.2679741268369295,0.25791754261354627,0.2494585897262354,0.24220109698471232,0.23587773933526235,0.2302997543708722,0.19632235689168182,0.1793566034181875,0.16885838357589722,0.1616272231223304,0.15630801649007386,0.15221569002424454,0.14896242969598245,0.14631058384471554,0.14410567154775963,0.13699120216399774,0.133123584038444,0.12904886404822383,0.1232628062229873
