Id,WofBest,NseBest,CccBest,WilmotBest,Efficiency,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,iNonConverge,ΔRunTimeHypix
1.0,0.0,0.9335406774240199,0.9354634337153346,0.8862427230964061,49.0,-2.709901509234669e-5,-3.385111566260609e-5,3595.0,0.0,26.693869505358744,3.8460957967954066,0.0,10.274
