Layer Cm/H,0.0cm,10.0cm,20.0cm,30.0cm,40.0cm,50.0cm,60.0cm,70.0cm,80.0cm,90.0cm,100.0cm,200.0cm,300.0cm,400.0cm,500.0cm,600.0cm,700.0cm,800.0cm,900.0cm,1000.0cm,2000.0cm,3000.0cm,4000.0cm,5000.0cm,6000.0cm,7000.0cm,8000.0cm,9000.0cm,10000.0cm,15000.0cm,20000.0cm,30000.0cm,100000.0cm
1.0,0.25833333329240793,0.04597047936967691,0.022694099820217715,0.01386751975239939,0.009413795963368006,0.006815797159698659,0.005157464761908421,0.004031091667772922,0.003230221497627131,0.00264035299390717,0.0021935139463285388,0.0005735526156631043,0.0002365721543204428,0.00012045971059213793,6.945464308136632e-5,4.3508667874538894e-5,2.8930693753300916e-5,2.012612742347187e-5,1.4507095750254754e-5,1.0761364734802788e-5,1.3129545863999634e-6,3.4247535503418426e-7,1.253737792369447e-7,5.5823374456900335e-8,2.826905487603796e-8,1.56872958315241e-8,9.323914403450364e-9,5.846530986617345e-9,3.8271146493068204e-9,7.091564103022359e-10,2.0330288935085912e-10,3.240282460167557e-11,8.206994901235496e-14
