∑T[mm],ΔT[mm],∑Pr[mm/ΔT],ΔPr[mm/ΔT],Hpond[mm],Recharge[mm/ΔT],∑WaterBalance_η[mm]
0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600.0,3600.0,0.1332,0.1332,0.0,0.1332,0.0
7190.916605123784,3590.9166051237844,0.26606391438958005,0.13286391438958003,0.0,0.13286391438958003,0.0
10790.916605123784,3600.0,0.39926391438958014,0.1332000000000001,0.0,0.1332000000000001,0.0
14390.916605123784,3600.0,0.53246391438958,0.13319999999999982,0.0,0.13319999999999982,0.0
17990.916605123784,3600.0,0.6656639143895805,0.13320000000000054,0.0,0.13320000000000054,0.0
21590.916605123784,3600.0,0.7988639143895799,0.13319999999999943,0.0,0.13319999999999943,0.0
25190.916605123784,3600.0,0.93206391438958,0.1332000000000001,0.0,0.1332000000000001,0.0
28790.916605123784,3600.0,1.0652639143895797,0.13319999999999965,0.0,0.13319999999999965,0.0
32390.916605123784,3600.0,1.1984639143895799,0.1332000000000002,0.0,0.1332000000000002,0.0
35990.916605123784,3600.0,1.3316639143895799,0.13319999999999999,0.0,0.13319999999999999,0.0
39590.916605123784,3600.0,1.4648639143895799,0.13319999999999999,0.0,0.13319999999999999,0.0
43190.916605123784,3600.0,1.5980639143895798,0.13319999999999999,0.0,0.13319999999999999,0.0
46790.916605123784,3600.0,1.7312639143895798,0.13319999999999999,0.0,0.13319999999999999,0.0
50390.916605123784,3600.0,1.86446391438958,0.1332000000000002,0.0,0.1332000000000002,0.0
53990.916605123784,3600.0,1.99766391438958,0.13319999999999999,0.0,0.13319999999999999,0.0
57590.916605123784,3600.0,2.1308639143895793,0.13319999999999932,0.0,0.13319999999999932,0.0
61190.916605123784,3600.0,2.2640639143895798,0.13320000000000043,0.0,0.13320000000000043,0.0
64790.916605123784,3600.0,2.3972639143895798,0.13319999999999999,0.0,0.13319999999999999,0.0
68390.91660512378,3600.0,2.5304639143895877,0.13320000000000798,0.0,0.13320000000000798,0.0
71990.91660512378,3600.0,2.6636639143895797,0.133199999999992,0.0,0.133199999999992,0.0
75590.91660512378,3600.0,2.7968639143895797,0.13319999999999999,0.0,0.13319999999999999,0.0
79190.91660512378,3600.0,2.9300639143895797,0.13319999999999999,0.0,0.13319999999999999,0.0
82790.91660512378,3600.0,3.0632639143895797,0.13319999999999999,0.0,0.13319999999999999,0.0
86390.91660512378,3600.0,3.1964639143895957,0.13320000000001597,0.0,0.13320000000001597,0.0
89990.91660512378,3600.0,3.3296639143895796,0.133199999999984,0.0,0.133199999999984,0.0
93590.91660512378,3600.0,3.4628639143895796,0.13319999999999999,0.0,0.13319999999999999,0.0
97190.91660512378,3600.0,3.5960639143895796,0.13319999999999999,0.0,0.13319999999999999,0.0
100790.91660512378,3600.0,3.72926391438958,0.13320000000000043,0.0,0.13320000000000043,0.0
104390.91660512378,3600.0,3.86246391438958,0.13319999999999999,0.0,0.13319999999999999,0.0
107990.91660512378,3600.0,3.99566391438958,0.13319999999999999,0.0,0.13319999999999999,0.0
111590.91660512378,3600.0,4.12886391438958,0.13319999999999999,0.0,0.13319999999999999,0.0
115190.91660512378,3600.0,4.262063914389594,0.13320000000001375,0.0,0.13320000000001375,0.0
118790.91660512378,3600.0,4.395263914389578,0.13319999999998444,0.0,0.13319999999998444,0.0
122390.91660512378,3600.0,4.528463914389563,0.13319999999998444,0.0,0.13319999999998444,0.0
125990.91660512378,3600.0,4.661663914389595,0.1332000000000324,0.0,0.1332000000000324,0.0
129590.91660512378,3600.0,4.7948639143895635,0.13319999999996845,0.0,0.13319999999996845,0.0
133190.91660512378,3600.0,4.928063914389564,0.13320000000000043,0.0,0.13320000000000043,0.0
136790.91660512378,3600.0,5.061263914389596,0.1332000000000324,0.0,0.1332000000000324,0.0
140390.91660512378,3600.0,5.194463914389565,0.13319999999996845,0.0,0.13319999999996845,0.0
143990.91660512378,3600.0,5.327663914389597,0.1332000000000324,0.0,0.1332000000000324,0.0
147590.91660512378,3600.0,5.460863914389566,0.13319999999996845,0.0,0.13319999999996845,0.0
151190.91660512378,3600.0,5.594063914389598,0.1332000000000324,0.0,0.1332000000000324,0.0
154790.91660512378,3600.0,5.7272639143895665,0.13319999999996845,0.0,0.13319999999996845,0.0
158390.91660512378,3600.0,5.860463914389567,0.13320000000000043,0.0,0.13320000000000043,0.0
161990.91660512378,3600.0,5.993663914389599,0.1332000000000324,0.0,0.1332000000000324,0.0
165590.91660512378,3600.0,6.126863914389568,0.13319999999996845,0.0,0.13319999999996845,0.0
169190.91660512378,3600.0,6.260063914389568,0.13320000000000043,0.0,0.13320000000000043,0.0
172790.91660512378,3600.0,6.393263914389601,0.1332000000000324,0.0,0.1332000000000324,0.0
176390.91660512378,3600.0,6.526463914389536,0.1331999999999356,0.0,0.1331999999999356,0.0
179990.91660512378,3600.0,6.6596639143896015,0.13320000000006527,0.0,0.13320000000006527,0.0
183590.91660512378,3600.0,6.792863914389537,0.1331999999999356,0.0,0.1331999999999356,0.0
187190.91660512378,3600.0,6.926063914389602,0.13320000000006527,0.0,0.13320000000006527,0.0
190790.91660512378,3600.0,7.059263914389603,0.13320000000000043,0.0,0.13320000000000043,0.0
194390.91660512378,3600.0,7.192463914389603,0.13320000000000043,0.0,0.13320000000000043,0.0
197990.91660512378,3600.0,7.325663914389604,0.13320000000000043,0.0,0.13320000000000043,0.0
201590.91660512378,3600.0,7.458863914389604,0.13320000000000043,0.0,0.13320000000000043,0.0
205190.91660512378,3600.0,7.5920639143896045,0.13320000000000043,0.0,0.13320000000000043,0.0
208790.91660512378,3600.0,7.725263914389605,0.13320000000000043,0.0,0.13320000000000043,0.0
212390.91660512378,3600.0,7.858463914389605,0.13320000000000043,0.0,0.13320000000000043,0.0
215990.91660512378,3600.0,7.991663914389606,0.13320000000000043,0.0,0.13320000000000043,0.0
219590.91660512378,3600.0,8.124863914389616,0.1332000000000102,0.0,0.1332000000000102,0.0
223190.91660512378,3600.0,8.258063914389608,0.13319999999999155,0.0,0.13319999999999155,0.0
226790.91660512378,3600.0,8.391263914389608,0.13320000000000043,0.0,0.13320000000000043,0.0
230390.91660512378,3600.0,8.524463914389608,0.13320000000000043,0.0,0.13320000000000043,0.0
233990.91660512378,3600.0,8.657663914389609,0.13320000000000043,0.0,0.13320000000000043,0.0
237590.91660512378,3600.0,8.79086391438961,0.13320000000000043,0.0,0.13320000000000043,0.0
241190.91660512378,3600.0,8.92406391438948,0.13319999999987076,0.0,0.13319999999987076,0.0
244790.91660512378,3600.0,9.05726391438948,0.13320000000000043,0.0,0.13320000000000043,0.0
