iD,Year,Month,Day,Hour,Minute,Second,∑T[Hour],ΔPr_Through[mm/day],ΔPet[mm/day],ΔSink[mm/day],ΔEvaporation[mm/day],Hpond[mm],Recharge[mm/day],∑WaterBalance_η_Profile[mm/day]
15.0,1.0,1.0,6.0,14.0,0.0,0.0,482400.0,0.13319999999913534,0.0,0.0,0.0,0.0,0.0004491708432974306,-7.725243468965063e-7
16.0,1.0,1.0,6.0,15.0,0.0,0.0,486000.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0004464275538347551,-7.731635732133893e-7
17.0,1.0,1.0,6.0,16.0,0.0,0.0,489600.0,0.1332000000001763,0.0,0.0,0.0,0.0,0.0004437327519165035,-7.737572392627419e-7
18.0,1.0,1.0,6.0,17.0,0.0,0.0,493200.0,0.13320000000016208,0.0,0.0,0.0,0.0,0.00044108628520017623,-7.74306737011304e-7
19.0,1.0,1.0,6.0,18.0,0.0,0.0,496800.0,0.1331999999996576,0.0,0.0,0.0,0.0,0.000438488054947922,-7.748134149386061e-7
20.0,1.0,1.0,6.0,19.0,0.0,0.0,500400.0,0.13320000000017984,0.0,0.0,0.0,0.0,0.0004359380162885229,-7.752785684872312e-7
21.0,1.0,1.0,6.0,20.0,0.0,0.0,504000.0,0.13320000000067012,0.0,0.0,0.0,0.0,0.0004334361784582852,-7.757034585011876e-7
22.0,1.0,1.0,6.0,21.0,0.0,0.0,507600.0,0.1331999999993272,0.0,0.0,0.0,0.0,0.00043098260511184594,-7.760892961989584e-7
23.0,1.0,1.0,6.0,22.0,0.0,0.0,511200.0,0.13320000000033616,0.0,0.0,0.0,0.0,0.000428577414606085,-7.764372605794095e-7
24.0,1.0,1.0,6.0,23.0,0.0,0.0,514800.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0004262207804267282,-7.767484785878968e-7
25.0,1.0,1.0,7.0,0.0,0.0,0.0,518400.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0004239129315010137,-7.770240576462322e-7
26.0,1.0,1.0,7.0,1.0,0.0,0.0,522000.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.00042165415269893036,-7.772650628073792e-7
27.0,1.0,1.0,7.0,2.0,0.0,0.0,525600.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0004194447851876004,-7.774725201780964e-7
28.0,1.0,1.0,7.0,3.0,0.0,0.0,529200.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0004172852269709315,-7.776474273015481e-7
29.0,1.0,1.0,7.0,4.0,0.0,0.0,532800.0,0.13320000000032195,0.0,0.0,0.0,0.0,0.0004151759333372307,-7.777907457847329e-7
30.0,1.0,1.0,7.0,5.0,0.0,0.0,536400.0,0.13319999999915666,0.0,0.0,0.0,0.0,0.0004131174173843677,-7.779034068103996e-7
31.0,1.0,1.0,7.0,6.0,0.0,0.0,540000.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0004111102505461872,-7.779863179582094e-7
32.0,1.0,1.0,7.0,7.0,0.0,0.0,543600.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.00040915506313096706,-7.780403580742586e-7
33.0,1.0,1.0,7.0,8.0,0.0,0.0,547200.0,0.13320000000019405,0.0,0.0,0.0,0.0,0.000407252544904424,-7.78066368493654e-7
34.0,1.0,1.0,7.0,9.0,0.0,0.0,550800.0,0.13320000000032195,0.0,0.0,0.0,0.0,0.000405403445689706,-7.780651730040517e-7
35.0,1.0,1.0,7.0,10.0,0.0,0.0,554400.0,0.1331999999997997,0.0,0.0,0.0,0.0,0.00040360857584761933,-7.780375685835371e-7
36.0,1.0,1.0,7.0,11.0,0.0,0.0,558000.0,0.1331999999996789,0.0,0.0,0.0,0.0,0.00040186880708772965,-7.779843262792257e-7
37.0,1.0,1.0,7.0,12.0,0.0,0.0,561600.0,0.13320000000020116,0.0,0.0,0.0,0.0,0.00040018507283937077,-7.779061927771957e-7
38.0,1.0,1.0,7.0,13.0,0.0,0.0,565200.0,0.13320000000031484,0.0,0.0,0.0,0.0,0.0003985583691329675,-7.778038940456673e-7
39.0,1.0,1.0,7.0,14.0,0.0,0.0,568800.0,0.1332000000003113,0.0,0.0,0.0,0.0,0.00039698975503221767,-7.776781347013513e-7
40.0,1.0,1.0,7.0,15.0,0.0,0.0,572400.0,0.13319999999937338,0.0,0.0,0.0,0.0,0.0003954803534139961,-7.775295873324543e-7
41.0,1.0,1.0,7.0,16.0,0.0,0.0,576000.0,0.13320000000062038,0.0,0.0,0.0,0.0,0.00039403135152946134,-7.773589198849503e-7
42.0,1.0,1.0,7.0,17.0,0.0,0.0,579600.0,0.13319999999917087,0.0,0.0,0.0,0.0,0.0003926440017976429,-7.771667714224666e-7
43.0,1.0,1.0,7.0,18.0,0.0,0.0,583200.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0003913196223012394,-7.769537609501636e-7
44.0,1.0,1.0,7.0,19.0,0.0,0.0,586800.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0003900595976289445,-7.767204906869838e-7
45.0,1.0,1.0,7.0,20.0,0.0,0.0,590400.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.00038886537944649024,-7.764675523030162e-7
46.0,1.0,1.0,7.0,21.0,0.0,0.0,594000.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0003877384872056078,-7.761955069967999e-7
47.0,1.0,1.0,7.0,22.0,0.0,0.0,597600.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.00038668050885970473,-7.759049051379446e-7
48.0,1.0,1.0,7.0,23.0,0.0,0.0,601200.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.00038569310152525293,-7.755962841428526e-7
49.0,1.0,1.0,8.0,0.0,0.0,0.0,604800.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0003847779921749839,-7.752701613796185e-7
50.0,1.0,1.0,8.0,1.0,0.0,0.0,608400.0,0.13319999999970022,0.0,0.0,0.0,0.0,0.0003839369783471547,-7.749270394693652e-7
51.0,1.0,1.0,8.0,2.0,0.0,0.0,612000.0,0.13320000000081578,0.0,0.0,0.0,0.0,0.00038317192880774065,-7.745674069686518e-7
52.0,1.0,1.0,8.0,3.0,0.0,0.0,615600.0,0.13319999999977483,0.0,0.0,0.0,0.0,0.0003824847842898993,-7.741917420713609e-7
53.0,1.0,1.0,8.0,4.0,0.0,0.0,619200.0,0.13319999999970378,0.0,0.0,0.0,0.0,0.0003818775581319045,-7.738005039010153e-7
54.0,1.0,1.0,8.0,5.0,0.0,0.0,622800.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.00038135233702191185,-7.733941410711315e-7
55.0,1.0,1.0,8.0,6.0,0.0,0.0,626400.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0003809112816618998,-7.729730866327973e-7
56.0,1.0,1.0,8.0,7.0,0.0,0.0,630000.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0003805566274646677,-7.725377632373801e-7
57.0,1.0,1.0,8.0,8.0,0.0,0.0,633600.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.00038029068523720566,-7.720885838084195e-7
58.0,1.0,1.0,8.0,9.0,0.0,0.0,637200.0,0.13319999999971088,0.0,0.0,0.0,0.0,0.000380115841898232,-7.716259448260639e-7
59.0,1.0,1.0,8.0,10.0,0.0,0.0,640800.0,0.13320000000080512,0.0,0.0,0.0,0.0,0.00038003456108359757,-7.711502340475131e-7
60.0,1.0,1.0,8.0,11.0,0.0,0.0,644400.0,0.13320000000028287,0.0,0.0,0.0,0.0,0.0003800493839746233,-7.706618295452334e-7
61.0,1.0,1.0,8.0,12.0,0.0,0.0,648000.0,0.13319999999919574,0.0,0.0,0.0,0.0,0.00038016292977594013,-7.701610965388491e-7
62.0,1.0,1.0,8.0,13.0,0.0,0.0,651600.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.00038037789662093147,-7.696483946192705e-7
63.0,1.0,1.0,8.0,14.0,0.0,0.0,655200.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0003806970620421346,-7.691240607903357e-7
64.0,1.0,1.0,8.0,15.0,0.0,0.0,658800.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.00038112328375461413,-7.68588440218737e-7
65.0,1.0,1.0,8.0,16.0,0.0,0.0,662400.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.00038165950031415763,-7.680418559159067e-7
66.0,1.0,1.0,8.0,17.0,0.0,0.0,666000.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0003823087317469942,-7.674846269955375e-7
67.0,1.0,1.0,8.0,18.0,0.0,0.0,669600.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.00038307408021298617,-7.66917059718096e-7
68.0,1.0,1.0,8.0,19.0,0.0,0.0,673200.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0003839587306930792,-7.663394565739351e-7
69.0,1.0,1.0,8.0,20.0,0.0,0.0,676800.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0003849659516156345,-7.657521101087802e-7
70.0,1.0,1.0,8.0,21.0,0.0,0.0,680400.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.00038609909548681376,-7.651553051857866e-7
71.0,1.0,1.0,8.0,22.0,0.0,0.0,684000.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.00038736159957897254,-7.645493191407762e-7
72.0,1.0,1.0,8.0,23.0,0.0,0.0,687600.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0003887569865297369,-7.639344170911463e-7
73.0,1.0,1.0,9.0,0.0,0.0,0.0,691200.0,0.1331999999998139,0.0,0.0,0.0,0.0,0.0003902888650058056,-7.63310862564974e-7
74.0,1.0,1.0,9.0,1.0,0.0,0.0,694800.0,0.13320000000121723,0.0,0.0,0.0,0.0,0.00039196093030813284,-7.626789130380971e-7
75.0,1.0,1.0,9.0,2.0,0.0,0.0,698400.0,0.13320000000018695,0.0,0.0,0.0,0.0,0.00039377696497644443,-7.620388140696326e-7
76.0,1.0,1.0,9.0,3.0,0.0,0.0,702000.0,0.13319999999877652,0.0,0.0,0.0,0.0,0.0003957408395123263,-7.613908071841025e-7
77.0,1.0,1.0,9.0,4.0,0.0,0.0,705600.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.00039785651285750845,-7.607351275064394e-7
78.0,1.0,1.0,9.0,5.0,0.0,0.0,709200.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0004001280331293877,-7.600720022880944e-7
79.0,1.0,1.0,9.0,6.0,0.0,0.0,712800.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0004025595381044189,-7.594016554910218e-7
80.0,1.0,1.0,9.0,7.0,0.0,0.0,716400.0,0.1331999999998068,0.0,0.0,0.0,0.0,0.0004051552559722893,-7.587243027780151e-7
81.0,1.0,1.0,9.0,8.0,0.0,0.0,720000.0,0.13320000000141619,0.0,0.0,0.0,0.0,0.00040791950580865155,-7.58040152713597e-7
82.0,1.0,1.0,9.0,9.0,0.0,0.0,723600.0,0.13319999999877297,0.0,0.0,0.0,0.0,0.0004108566982059525,-7.573494140710446e-7
83.0,1.0,1.0,9.0,10.0,0.0,0.0,727200.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.00041397133592535607,-7.566522843185794e-7
84.0,1.0,1.0,9.0,11.0,0.0,0.0,730800.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0004172680143817997,-7.559489571980608e-7
85.0,1.0,1.0,9.0,12.0,0.0,0.0,734400.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.00042075142231745577,-7.552396251359508e-7
86.0,1.0,1.0,9.0,13.0,0.0,0.0,738000.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0004244263423267558,-7.545244683931671e-7
87.0,1.0,1.0,9.0,14.0,0.0,0.0,741600.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0004282976514358716,-7.538036665960738e-7
88.0,1.0,1.0,9.0,15.0,0.0,0.0,745200.0,0.1331999999997997,0.0,0.0,0.0,0.0,0.0004323703217074537,-7.530773972248018e-7
89.0,1.0,1.0,9.0,16.0,0.0,0.0,748800.0,0.13320000000143395,0.0,0.0,0.0,0.0,0.0004366494207705962,-7.523458281969211e-7
90.0,1.0,1.0,9.0,17.0,0.0,0.0,752400.0,0.1331999999987623,0.0,0.0,0.0,0.0,0.0004411401123922687,-7.516091263147595e-7
91.0,1.0,1.0,9.0,18.0,0.0,0.0,756000.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0004458476570848302,-7.508674525957961e-7
92.0,1.0,1.0,9.0,19.0,0.0,0.0,759600.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0004507774125316888,-7.501209621683947e-7
93.0,1.0,1.0,9.0,20.0,0.0,0.0,763200.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.00045593483433031823,-7.493698107889581e-7
94.0,1.0,1.0,9.0,21.0,0.0,0.0,766800.0,0.1331999999997926,0.0,0.0,0.0,0.0,0.00046132547635763244,-7.486141469471128e-7
95.0,1.0,1.0,9.0,22.0,0.0,0.0,770400.0,0.13320000000123855,0.0,0.0,0.0,0.0,0.0004669549914078086,-7.478541145214454e-7
96.0,1.0,1.0,9.0,23.0,0.0,0.0,774000.0,0.13320000000020826,0.0,0.0,0.0,0.0,0.0004728291317626643,-7.470898551217283e-7
97.0,1.0,1.0,10.0,0.0,0.0,0.0,777600.0,0.1331999999987552,0.0,0.0,0.0,0.0,0.00047895374961937076,-7.463215076484555e-7
98.0,1.0,1.0,10.0,1.0,0.0,0.0,781200.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.00048533479773466004,-7.455492069138507e-7
99.0,1.0,1.0,10.0,2.0,0.0,0.0,784800.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0004919783298885649,-7.447730798096263e-7
100.0,1.0,1.0,10.0,3.0,0.0,0.0,788400.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0004988905014311484,-7.439932580311636e-7
101.0,1.0,1.0,10.0,4.0,0.0,0.0,792000.0,0.1331999999997855,0.0,0.0,0.0,0.0,0.00050607756980936,-7.432098629638673e-7
102.0,1.0,1.0,10.0,5.0,0.0,0.0,795600.0,0.13320000000145882,0.0,0.0,0.0,0.0,0.000513545895081513,-7.424230161939762e-7
103.0,1.0,1.0,10.0,6.0,0.0,0.0,799200.0,0.13319999999875165,0.0,0.0,0.0,0.0,0.0005213019404449182,-7.416328358451701e-7
104.0,1.0,1.0,10.0,7.0,0.0,0.0,802800.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0005293522727167765,-7.40839435850282e-7
105.0,1.0,1.0,10.0,8.0,0.0,0.0,806400.0,0.13319999999978194,0.0,0.0,0.0,0.0,0.0005377035628911231,-7.400429294635586e-7
106.0,1.0,1.0,10.0,9.0,0.0,0.0,810000.0,0.13320000000146592,0.0,0.0,0.0,0.0,0.0005463625865948507,-7.392434231044075e-7
107.0,1.0,1.0,10.0,10.0,0.0,0.0,813600.0,0.1331999999987481,0.0,0.0,0.0,0.0,0.0005553362246351612,-7.384410245709809e-7
108.0,1.0,1.0,10.0,11.0,0.0,0.0,817200.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0005646314634658589,-7.376358367640499e-7
109.0,1.0,1.0,10.0,12.0,0.0,0.0,820800.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0005742553957063246,-7.368279600168089e-7
110.0,1.0,1.0,10.0,13.0,0.0,0.0,824400.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0005842152206043116,-7.360174954830644e-7
111.0,1.0,1.0,10.0,14.0,0.0,0.0,828000.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0005945182445710184,-7.352045355687628e-7
112.0,1.0,1.0,10.0,15.0,0.0,0.0,831600.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0006051718816134088,-7.343891730712913e-7
113.0,1.0,1.0,10.0,16.0,0.0,0.0,835200.0,0.13319999999999865,0.0,0.0,0.0,0.0,0.0006161836538312593,-7.335714999711642e-7
114.0,1.0,1.0,10.0,17.0,0.0,0.0,838800.0,0.13319999999977483,0.0,0.0,0.0,0.0,0.0006275611919654978,-7.327516061631252e-7
115.0,1.0,1.0,10.0,18.0,0.0,0.0,842400.0,0.1332000000014837,0.0,0.0,0.0,0.0,0.0006393122357276071,-7.31929575595049e-7
116.0,1.0,1.0,10.0,19.0,0.0,0.0,846000.0,0.13319999999873744,0.0,0.0,0.0,0.0,0.0006514446343908742,-7.311054924239263e-7
117.0,1.0,1.0,10.0,20.0,0.0,0.0,849600.0,0.13319999999977128,0.0,0.0,0.0,0.0,0.0006639663472166046,-7.302794400724128e-7
118.0,1.0,1.0,10.0,21.0,0.0,0.0,853200.0,0.1332000000004534,0.0,0.0,0.0,0.0,0.0006768854439219152,-7.294514948125516e-7
119.0,1.0,1.0,10.0,22.0,0.0,0.0,856800.0,0.13319999999977128,0.0,0.0,0.0,0.0,0.000690210105081579,-7.286217388795121e-7
120.0,1.0,1.0,10.0,23.0,0.0,0.0,860400.0,0.13319999999976773,0.0,0.0,0.0,0.0,0.0007039486227132241,-7.277902441591791e-7
121.0,1.0,1.0,11.0,0.0,0.0,0.0,864000.0,0.13320000000105736,0.0,0.0,0.0,0.0,0.000718109400525746,-7.269570866748484e-7
122.0,1.0,1.0,11.0,1.0,0.0,0.0,867600.0,0.1332000000004392,0.0,0.0,0.0,0.0,0.0007327009546020391,-7.261223371899676e-7
123.0,1.0,1.0,11.0,2.0,0.0,0.0,871200.0,0.13319999999918508,0.0,0.0,0.0,0.0,0.0007477319135992255,-7.252860648081345e-7
124.0,1.0,1.0,11.0,3.0,0.0,0.0,874800.0,0.13319999999977483,0.0,0.0,0.0,0.0,0.0007632110193573904,-7.244483387713936e-7
125.0,1.0,1.0,11.0,4.0,0.0,0.0,878400.0,0.1331999999995972,0.0,0.0,0.0,0.0,0.0007791471272488582,-7.236092286371996e-7
126.0,1.0,1.0,11.0,5.0,0.0,0.0,882000.0,0.1332000000000022,0.0,0.0,0.0,0.0,0.000795549206593249,-7.227687915544801e-7
127.0,1.0,1.0,11.0,6.0,0.0,0.0,885600.0,0.1332000000000022,0.0,0.0,0.0,0.0,0.0008124263411248278,-7.219270961487714e-7
128.0,1.0,1.0,11.0,7.0,0.0,0.0,889200.0,0.1332000000006417,0.0,0.0,0.0,0.0,0.0008297877293476641,-7.210842042707675e-7
129.0,1.0,1.0,11.0,8.0,0.0,0.0,892800.0,0.1332000000004001,0.0,0.0,0.0,0.0,0.0008476426849615692,-7.202401739671217e-7
130.0,1.0,1.0,11.0,9.0,0.0,0.0,896400.0,0.1332000000000022,0.0,0.0,0.0,0.0,0.0008660006372668838,-7.193950612920497e-7
131.0,1.0,1.0,11.0,10.0,0.0,0.0,900000.0,0.1331999999993556,0.0,0.0,0.0,0.0,0.0008848711315390667,-7.18548925882852e-7
132.0,1.0,1.0,11.0,11.0,0.0,0.0,903600.0,0.1332000000002651,0.0,0.0,0.0,0.0,0.0009042638294572414,-7.177018204973704e-7
133.0,1.0,1.0,11.0,12.0,0.0,0.0,907200.0,0.1332000000003859,0.0,0.0,0.0,0.0,0.0009241885093572155,-7.168538035238007e-7
134.0,1.0,1.0,11.0,13.0,0.0,0.0,910800.0,0.1332000000003788,0.0,0.0,0.0,0.0,0.0009446550667883691,-7.160049212190364e-7
135.0,1.0,1.0,11.0,14.0,0.0,0.0,914400.0,0.13319999999858823,0.0,0.0,0.0,0.0,0.0009656735146366668,-7.151552287717647e-7
136.0,1.0,1.0,11.0,15.0,0.0,0.0,918000.0,0.1332000000000022,0.0,0.0,0.0,0.0,0.0009872539837695316,-7.143047751973798e-7
137.0,1.0,1.0,11.0,16.0,0.0,0.0,921600.0,0.1332000000000022,0.0,0.0,0.0,0.0,0.0010094067230607684,-7.134536059359632e-7
138.0,1.0,1.0,11.0,17.0,0.0,0.0,925200.0,0.1332000000000022,0.0,0.0,0.0,0.0,0.0010321420999330755,-7.126017722691711e-7
139.0,1.0,1.0,11.0,18.0,0.0,0.0,928800.0,0.1332000000000022,0.0,0.0,0.0,0.0,0.0010554706007060433,-7.117493172513721e-7
140.0,1.0,1.0,11.0,19.0,0.0,0.0,932400.0,0.1332000000000022,0.0,0.0,0.0,0.0,0.0010794028306451153,-7.10896285379028e-7
141.0,1.0,1.0,11.0,20.0,0.0,0.0,936000.0,0.1332000000000022,0.0,0.0,0.0,0.0,0.0011039495146031864,-7.100427204479405e-7
142.0,1.0,1.0,11.0,21.0,0.0,0.0,939600.0,0.1332000000000022,0.0,0.0,0.0,0.0,0.0011291214970823304,-7.091886651982618e-7
143.0,1.0,1.0,11.0,22.0,0.0,0.0,943200.0,0.1332000000000022,0.0,0.0,0.0,0.0,0.0011549297425667016,-7.083341604162389e-7
144.0,1.0,1.0,11.0,23.0,0.0,0.0,946800.0,0.1332000000000022,0.0,0.0,0.0,0.0,0.0011813853358480508,-7.074792455622896e-7
145.0,1.0,1.0,12.0,0.0,0.0,0.0,950400.0,0.1332000000000022,0.0,0.0,0.0,0.0,0.0012084994822312844,-7.066239593710766e-7
146.0,1.0,1.0,12.0,1.0,0.0,0.0,954000.0,0.13319999999862375,0.0,0.0,0.0,0.0,0.001236283507770719,-7.057683398743569e-7
147.0,1.0,1.0,12.0,2.0,0.0,0.0,957600.0,0.13320000000241805,0.0,0.0,0.0,0.0,0.0012647488594195733,-7.04912423516528e-7
148.0,1.0,1.0,12.0,3.0,0.0,0.0,961200.0,0.1332000000000022,0.0,0.0,0.0,0.0,0.0012939071055179663,-7.040562462916888e-7
149.0,1.0,1.0,12.0,4.0,0.0,0.0,964800.0,0.13319999999844612,0.0,0.0,0.0,0.0,0.0013237699356508092,-7.031998425005079e-7
150.0,1.0,1.0,12.0,5.0,0.0,0.0,968400.0,0.1332000000010396,0.0,0.0,0.0,0.0,0.0013543491610303882,-7.023432449981267e-7
151.0,1.0,1.0,12.0,6.0,0.0,0.0,972000.0,0.1332000000005209,0.0,0.0,0.0,0.0,0.0013856567146419696,-7.014864900022182e-7
152.0,1.0,1.0,12.0,7.0,0.0,0.0,975600.0,0.1332000000005209,0.0,0.0,0.0,0.0,0.0014177046513538238,-7.006296057326417e-7
153.0,1.0,1.0,12.0,8.0,0.0,0.0,979200.0,0.13319999999741583,0.0,0.0,0.0,0.0,0.001450505148042236,-6.997726231724673e-7
154.0,1.0,1.0,12.0,9.0,0.0,0.0,982800.0,0.1332000000000022,0.0,0.0,0.0,0.0,0.0014840705037917346,-6.989155745714884e-7
155.0,1.0,1.0,12.0,10.0,0.0,0.0,986400.0,0.1332000000000022,0.0,0.0,0.0,0.0,0.0015184131398940925,-6.980584875459102e-7
156.0,1.0,1.0,12.0,11.0,0.0,0.0,990000.0,0.1331999999994693,0.0,0.0,0.0,0.0,0.0015535455998936243,-6.972013907146407e-7
157.0,1.0,1.0,12.0,12.0,0.0,0.0,993600.0,0.1332000000026028,0.0,0.0,0.0,0.0,0.0015894805498620768,-6.963443116220986e-7
158.0,1.0,1.0,12.0,13.0,0.0,0.0,997200.0,0.1332000000000022,0.0,0.0,0.0,0.0,0.0016262307781900187,-6.954872772793403e-7
159.0,1.0,1.0,12.0,14.0,0.0,0.0,1.0008e6,0.1332000000005351,0.0,0.0,0.0,0.0,0.001663809195705579,-6.946303135018991e-7
160.0,1.0,1.0,12.0,15.0,0.0,0.0,1.0044e6,0.1331999999968616,0.0,0.0,0.0,0.0,0.001702228835662789,-6.937734429621037e-7
161.0,1.0,1.0,12.0,16.0,0.0,0.0,1.008e6,0.1332000000026099,0.0,0.0,0.0,0.0,0.001741502853713106,-6.929166940641613e-7
162.0,1.0,1.0,12.0,17.0,0.0,0.0,1.0116e6,0.1332000000000022,0.0,0.0,0.0,0.0,0.0017816445278499016,-6.920600867541221e-7
163.0,1.0,1.0,12.0,18.0,0.0,0.0,1.0152e6,0.1332000000000022,0.0,0.0,0.0,0.0,0.0018226672583064873,-6.912036458978137e-7
164.0,1.0,1.0,12.0,19.0,0.0,0.0,1.0188e6,0.13320000000054932,0.0,0.0,0.0,0.0,0.0018645845674524208,-6.903473929757165e-7
165.0,1.0,1.0,12.0,20.0,0.0,0.0,1.0224e6,0.1331999999968403,0.0,0.0,0.0,0.0,0.001907410099730722,-6.894913487867876e-7
166.0,1.0,1.0,12.0,21.0,0.0,0.0,1.026e6,0.133200000002617,0.0,0.0,0.0,0.0,0.0019511576213353532,-6.886355353917902e-7
167.0,1.0,1.0,12.0,22.0,0.0,0.0,1.0296e6,0.1332000000000022,0.0,0.0,0.0,0.0,0.001995841020178468,-6.877799714370909e-7
168.0,1.0,1.0,12.0,23.0,0.0,0.0,1.0332e6,0.13320000000055643,0.0,0.0,0.0,0.0,0.002041474305730262,-6.869246757639564e-7
169.0,1.0,1.0,13.0,0.0,0.0,0.0,1.0368e6,0.1331999999973803,0.0,0.0,0.0,0.0,0.002088071608417841,-6.860696685061484e-7
170.0,1.0,1.0,13.0,1.0,0.0,0.0,1.0404e6,0.1332000000000022,0.0,0.0,0.0,0.0,0.002135647179788258,-6.852149689933504e-7
171.0,1.0,1.0,13.0,2.0,0.0,0.0,1.044e6,0.1332000000000022,0.0,0.0,0.0,0.0,0.002184215391855704,-6.843605911095583e-7
172.0,1.0,1.0,13.0,3.0,0.0,0.0,1.0476e6,0.13320000000150856,0.0,0.0,0.0,0.0,0.0022337907370370558,-6.835065550894976e-7
