Id,WofBest,NseBest,Efficiency,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,iNonConverge,ΔRunTimeHypix
1.0,0.0,1.8982752680626246e-5,50.0,1.0427819901792645e-5,1.3026012951636017e-5,3595.0,0.0,26.922665664022475,3.846095801347218,0.0,11.715
