Id,WofBest,NseBest,CccBest,WilmotBest,Efficiency,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,iNonConverge,ΔRunTimeHypix
1.0,1.34217728e8,0.92608548664736,0.8370252841996247,0.8889218768259372,34.0,2.57047354068618e-7,4.949555682422319e-8,5392.0,0.0,485.0458761112162,1.6884968237103626,0.0,26.718
