Id,WofBest,NseBest,Efficiency,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,iNonConverge,ΔRunTimeHypix
1.0,0.0,0.00017515612506069047,43.0,2.6111655337501816e-5,5.031938612603161e-6,3600.0,0.0,520.1817336286366,1.6884968328077063,0.0,11.388
