iD,Year,Month,Day,Hour,Minute,Second,∑T[Hour],ΔPr_Through[mm/day],ΔPet[mm/day],ΔSink[mm/day],ΔEvaporation[mm/day],Hpond[mm],Recharge[mm/day],∑WaterBalance_η_Profile[mm/day]
174.0,1.0,1.0,13.0,5.0,0.0,0.0,1.0548e6,0.8316000000022541,0.0,0.0,0.0,0.0,0.8109229289988207,-1.547137087716615e-8
175.0,1.0,1.0,13.0,6.0,0.0,0.0,1.0584e6,0.8316000000000088,0.0,0.0,0.0,0.0,0.8113788987490409,-1.538833647114556e-8
176.0,1.0,1.0,13.0,7.0,0.0,0.0,1.062e6,0.8316000000000088,0.0,0.0,0.0,0.0,0.8118249450534734,-1.53059069249892e-8
177.0,1.0,1.0,13.0,8.0,0.0,0.0,1.0656e6,0.8316000000000088,0.0,0.0,0.0,0.0,0.8122612783415661,-1.522409293722663e-8
178.0,1.0,1.0,13.0,9.0,0.0,0.0,1.0692e6,0.8316000000000088,0.0,0.0,0.0,0.0,0.8126881048276573,-1.514290395794174e-8
179.0,1.0,1.0,13.0,10.0,0.0,0.0,1.0728e6,0.8315999999940402,0.0,0.0,0.0,0.0,0.8131056265623329,-1.5062347841770968e-8
180.0,1.0,1.0,13.0,11.0,0.0,0.0,1.0764e6,0.8316000000036752,0.0,0.0,0.0,0.0,0.8135140415050444,-1.4982431509308804e-8
181.0,1.0,1.0,13.0,12.0,0.0,0.0,1.08e6,0.8316000000023109,0.0,0.0,0.0,0.0,0.8139135436361755,-1.4903159651150707e-8
182.0,1.0,1.0,13.0,13.0,0.0,0.0,1.0836e6,0.8316000000000088,0.0,0.0,0.0,0.0,0.814304322985862,-1.4824537371210283e-8
183.0,1.0,1.0,13.0,14.0,0.0,0.0,1.0872e6,0.8316000000000088,0.0,0.0,0.0,0.0,0.8146865656914031,-1.4746567233958273e-8
184.0,1.0,1.0,13.0,15.0,0.0,0.0,1.0908e6,0.8316000000000088,0.0,0.0,0.0,0.0,0.8150604541680195,-1.46692522589138e-8
185.0,1.0,1.0,13.0,16.0,0.0,0.0,1.0944e6,0.8316000000000088,0.0,0.0,0.0,0.0,0.8154261670326832,-1.4592593460527052e-8
186.0,1.0,1.0,13.0,17.0,0.0,0.0,1.098e6,0.8315999999794883,0.0,0.0,0.0,0.0,0.8157838792927237,-1.4516591509874e-8
187.0,1.0,1.0,13.0,18.0,0.0,0.0,1.1016e6,0.8316000000245083,0.0,0.0,0.0,0.0,0.8161337623387794,-1.4441246652446671e-8
188.0,1.0,1.0,13.0,19.0,0.0,0.0,1.1052e6,0.8315999999920223,0.0,0.0,0.0,0.0,0.8164759840887257,-1.4366558219560334e-8
189.0,1.0,1.0,13.0,20.0,0.0,0.0,1.1088e6,0.8316000000223767,0.0,0.0,0.0,0.0,0.816810708966301,-1.4292524833342282e-8
190.0,1.0,1.0,13.0,21.0,0.0,0.0,1.1124e6,0.8315999999610995,0.0,0.0,0.0,0.0,0.8171380979730998,-1.4219144695242611e-8
191.0,1.0,1.0,13.0,22.0,0.0,0.0,1.116e6,0.831600000040055,0.0,0.0,0.0,0.0,0.8174583088781446,-1.414641541808005e-8
192.0,1.0,1.0,13.0,23.0,0.0,0.0,1.1196e6,0.8315999999882138,0.0,0.0,0.0,0.0,0.8177714961200024,-1.407433448641286e-8
193.0,1.0,1.0,14.0,0.0,0.0,0.0,1.1232e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8180778109500864,-1.4002898595778765e-8
194.0,1.0,1.0,14.0,1.0,0.0,0.0,1.1268e6,0.8315999999882706,0.0,0.0,0.0,0.0,0.8183774014772212,-1.3932104289638061e-8
195.0,1.0,1.0,14.0,2.0,0.0,0.0,1.1304e6,0.8315999999951487,0.0,0.0,0.0,0.0,0.8186704127552389,-1.3861947744182592e-8
196.0,1.0,1.0,14.0,3.0,0.0,0.0,1.134e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8189569867781756,-1.3792424298185377e-8
197.0,1.0,1.0,14.0,4.0,0.0,0.0,1.1376e6,0.8316000000116901,0.0,0.0,0.0,0.0,0.8192372626276949,-1.3723530252500892e-8
198.0,1.0,1.0,14.0,5.0,0.0,0.0,1.1412e6,0.831600000004812,0.0,0.0,0.0,0.0,0.8195113764319615,-1.3655260558671366e-8
199.0,1.0,1.0,14.0,6.0,0.0,0.0,1.1448e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8197794614945053,-1.3587610484390949e-8
200.0,1.0,1.0,14.0,7.0,0.0,0.0,1.1484e6,0.8315999999883275,0.0,0.0,0.0,0.0,0.820041648343306,-1.3520574751181973e-8
201.0,1.0,1.0,14.0,8.0,0.0,0.0,1.152e6,0.8316000000232862,0.0,0.0,0.0,0.0,0.8202980647490961,-1.345414839814882e-8
202.0,1.0,1.0,14.0,9.0,0.0,0.0,1.1556e6,0.8315999999767314,0.0,0.0,0.0,0.0,0.8205488357768331,-1.3388325758972896e-8
203.0,1.0,1.0,14.0,10.0,0.0,0.0,1.1592e6,0.831599999995035,0.0,0.0,0.0,0.0,0.8207940839047865,-1.3323101573606055e-8
204.0,1.0,1.0,14.0,11.0,0.0,0.0,1.1628e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8210339290218371,-1.3258470182539547e-8
205.0,1.0,1.0,14.0,12.0,0.0,0.0,1.1664e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8212684884617261,-1.3194425911654572e-8
206.0,1.0,1.0,14.0,13.0,0.0,0.0,1.17e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8214978770934636,-1.3130962782238488e-8
207.0,1.0,1.0,14.0,14.0,0.0,0.0,1.1736e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8217222073906214,-1.3068075385152895e-8
208.0,1.0,1.0,14.0,15.0,0.0,0.0,1.1772e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8219415893814244,-1.300575738832361e-8
209.0,1.0,1.0,14.0,16.0,0.0,0.0,1.1808e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.822156130827409,-1.2944003030564986e-8
210.0,1.0,1.0,14.0,17.0,0.0,0.0,1.1844e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8223659371581107,-1.2882806375617897e-8
211.0,1.0,1.0,14.0,18.0,0.0,0.0,1.188e6,0.8316000000114627,0.0,0.0,0.0,0.0,0.8225711115924241,-1.28221613567918e-8
212.0,1.0,1.0,14.0,19.0,0.0,0.0,1.1916e6,0.8315999999936139,0.0,0.0,0.0,0.0,0.822771755136273,-1.2762062142777249e-8
213.0,1.0,1.0,14.0,20.0,0.0,0.0,1.1952e6,0.83160000000629,0.0,0.0,0.0,0.0,0.8229679666486049,-1.2702502329827104e-8
214.0,1.0,1.0,14.0,21.0,0.0,0.0,1.1988e6,0.8316000000050963,0.0,0.0,0.0,0.0,0.8231598429098881,-1.2643476512281188e-8
215.0,1.0,1.0,14.0,22.0,0.0,0.0,1.2024e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8233474785801889,-1.2584978431265865e-8
216.0,1.0,1.0,14.0,23.0,0.0,0.0,1.206e6,0.8315999999720702,0.0,0.0,0.0,0.0,0.8235309663491819,-1.2527002141599028e-8
217.0,1.0,1.0,15.0,0.0,0.0,0.0,1.2096e6,0.831600000011349,0.0,0.0,0.0,0.0,0.8237103968963879,-1.2469541492686198e-8
218.0,1.0,1.0,15.0,1.0,0.0,0.0,1.2132e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8238858589912752,-1.2412590995508719e-8
219.0,1.0,1.0,15.0,2.0,0.0,0.0,1.2168e6,0.8316000000278905,0.0,0.0,0.0,0.0,0.8240574394415887,-1.2356144441984708e-8
220.0,1.0,1.0,15.0,3.0,0.0,0.0,1.2204e6,0.8315999999772998,0.0,0.0,0.0,0.0,0.8242252232817293,-1.230019589226219e-8
221.0,1.0,1.0,15.0,4.0,0.0,0.0,1.224e6,0.8316000000060626,0.0,0.0,0.0,0.0,0.8243892936677355,-1.2244740093920189e-8
222.0,1.0,1.0,15.0,5.0,0.0,0.0,1.2276e6,0.8315999999938981,0.0,0.0,0.0,0.0,0.8245497319432502,-1.2189770773037355e-8
223.0,1.0,1.0,15.0,6.0,0.0,0.0,1.2312e6,0.8316000000060626,0.0,0.0,0.0,0.0,0.8247066177690954,-1.2135282419579656e-8
224.0,1.0,1.0,15.0,7.0,0.0,0.0,1.2348e6,0.83160000000521,0.0,0.0,0.0,0.0,0.8248600290539514,-1.2081269240472638e-8
225.0,1.0,1.0,15.0,8.0,0.0,0.0,1.2384e6,0.8315999999721839,0.0,0.0,0.0,0.0,0.8250100420451645,-1.20277258494227e-8
226.0,1.0,1.0,15.0,9.0,0.0,0.0,1.242e6,0.8316000000224903,0.0,0.0,0.0,0.0,0.825156731340968,-1.1974646350561638e-8
227.0,1.0,1.0,15.0,10.0,0.0,0.0,1.2456e6,0.8316000000052668,0.0,0.0,0.0,0.0,0.825300169893211,-1.1922025441239917e-8
228.0,1.0,1.0,15.0,11.0,0.0,0.0,1.2492e6,0.8315999999887822,0.0,0.0,0.0,0.0,0.8254404291702429,-1.1869857499607684e-8
229.0,1.0,1.0,15.0,12.0,0.0,0.0,1.2528e6,0.8316000000223767,0.0,0.0,0.0,0.0,0.8255775790056816,-1.1818137524370517e-8
230.0,1.0,1.0,15.0,13.0,0.0,0.0,1.2564e6,0.8315999999887822,0.0,0.0,0.0,0.0,0.8257116916502696,-1.1247202986311858e-8
231.0,1.0,1.0,15.0,14.0,0.0,0.0,1.26e6,0.831599999988839,0.0,0.0,0.0,0.0,0.8258428586944717,-4.999981465548143e-9
232.0,1.0,1.0,15.0,15.0,0.0,0.0,1.2636e6,0.8316000000057215,0.0,0.0,0.0,0.0,0.825971116100817,9.231909474642827e-10
233.0,1.0,1.0,15.0,16.0,0.0,0.0,1.2672e6,0.8316000000053805,0.0,0.0,0.0,0.0,0.8260965265885147,6.537042967872118e-9
234.0,1.0,1.0,15.0,17.0,0.0,0.0,1.2708e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8262191527276741,1.1856840022056076e-8
235.0,1.0,1.0,15.0,18.0,0.0,0.0,1.2744e6,0.8315999999723545,0.0,0.0,0.0,0.0,0.8263390559107222,1.689709238533756e-8
236.0,1.0,1.0,15.0,19.0,0.0,0.0,1.278e6,0.8316000000110648,0.0,0.0,0.0,0.0,0.826456296202565,2.167159529319783e-8
237.0,1.0,1.0,15.0,20.0,0.0,0.0,1.2816e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8265709324342083,2.6193463350297636e-8
238.0,1.0,1.0,15.0,21.0,0.0,0.0,1.2852e6,0.831600000011008,0.0,0.0,0.0,0.0,0.8266830221056694,3.047516557984591e-8
239.0,1.0,1.0,15.0,22.0,0.0,0.0,1.2888e6,0.8316000000054942,0.0,0.0,0.0,0.0,0.8267926214489307,3.452855687606721e-8
240.0,1.0,1.0,15.0,23.0,0.0,0.0,1.2924e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8268997855069529,3.836490891954881e-8
241.0,1.0,1.0,16.0,0.0,0.0,0.0,1.296e6,0.8315999999890096,0.0,0.0,0.0,0.0,0.8270045680432361,4.1994939472052034e-8
242.0,1.0,1.0,16.0,1.0,0.0,0.0,1.2996e6,0.8315999999944097,0.0,0.0,0.0,0.0,0.8271070216788701,4.542883861471576e-8
243.0,1.0,1.0,16.0,2.0,0.0,0.0,1.3032e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8272071978619806,4.867629655362671e-8
244.0,1.0,1.0,16.0,3.0,0.0,0.0,1.3068e6,0.8316000000109511,0.0,0.0,0.0,0.0,0.827305146931451,5.17465270297501e-8
245.0,1.0,1.0,16.0,4.0,0.0,0.0,1.3104e6,0.8315999999946371,0.0,0.0,0.0,0.0,0.8274009180945541,5.464829141107189e-8
246.0,1.0,1.0,16.0,5.0,0.0,0.0,1.314e6,0.8315999999943529,0.0,0.0,0.0,0.0,0.8274945595053964,5.738992125928752e-8
247.0,1.0,1.0,16.0,6.0,0.0,0.0,1.3176e6,0.8316000000108943,0.0,0.0,0.0,0.0,0.8275861182170274,5.997933889550946e-8
248.0,1.0,1.0,16.0,7.0,0.0,0.0,1.3212e6,0.8315999999946939,0.0,0.0,0.0,0.0,0.8276756403418517,6.242407815745995e-8
249.0,1.0,1.0,16.0,8.0,0.0,0.0,1.3248e6,0.8315999999943529,0.0,0.0,0.0,0.0,0.8277631708919841,6.473130321517425e-8
250.0,1.0,1.0,16.0,9.0,0.0,0.0,1.3284e6,0.8316000000274357,0.0,0.0,0.0,0.0,0.8278487539320452,6.690782693531407e-8
251.0,1.0,1.0,16.0,10.0,0.0,0.0,1.332e6,0.8315999999616679,0.0,0.0,0.0,0.0,0.8279324326252038,6.896012815958312e-8
252.0,1.0,1.0,16.0,11.0,0.0,0.0,1.3356e6,0.8316000000108374,0.0,0.0,0.0,0.0,0.8280142490803826,7.089436796144214e-8
253.0,1.0,1.0,16.0,12.0,0.0,0.0,1.3392e6,0.8316000000107806,0.0,0.0,0.0,0.0,0.8280942445313713,7.271640561869728e-8
254.0,1.0,1.0,16.0,13.0,0.0,0.0,1.3428e6,0.8315999999949213,0.0,0.0,0.0,0.0,0.8281724593279307,7.443181299771722e-8
255.0,1.0,1.0,16.0,14.0,0.0,0.0,1.3464e6,0.8315999999942392,0.0,0.0,0.0,0.0,0.8282489329718032,7.604588936981513e-8
256.0,1.0,1.0,16.0,15.0,0.0,0.0,1.35e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8283237039598248,7.756367361093061e-8
257.0,1.0,1.0,16.0,16.0,0.0,0.0,1.3536e6,0.831600000027322,0.0,0.0,0.0,0.0,0.8283968101320909,7.898995860982979e-8
258.0,1.0,1.0,16.0,17.0,0.0,0.0,1.3572e6,0.8315999999891801,0.0,0.0,0.0,0.0,0.8284682883306118,8.032930196332764e-8
259.0,1.0,1.0,16.0,18.0,0.0,0.0,1.3608e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8285381747049314,8.158603807320255e-8
260.0,1.0,1.0,16.0,19.0,0.0,0.0,1.3644e6,0.8315999999892938,0.0,0.0,0.0,0.0,0.8286065045514874,8.276428924097466e-8
261.0,1.0,1.0,16.0,20.0,0.0,0.0,1.368e6,0.8315999999941255,0.0,0.0,0.0,0.0,0.8286733123865133,8.386797591834363e-8
262.0,1.0,1.0,16.0,21.0,0.0,0.0,1.3716e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8287386320228052,8.490082646205653e-8
263.0,1.0,1.0,16.0,22.0,0.0,0.0,1.3752e6,0.8316000000106669,0.0,0.0,0.0,0.0,0.8288024964449221,8.58663866011984e-8
264.0,1.0,1.0,16.0,23.0,0.0,0.0,1.3788e6,0.8315999999952055,0.0,0.0,0.0,0.0,0.8288649380247364,8.676802888353633e-8
265.0,1.0,1.0,17.0,0.0,0.0,0.0,1.3824e6,0.8315999999940686,0.0,0.0,0.0,0.0,0.8289259883040643,8.760896039251225e-8
266.0,1.0,1.0,17.0,1.0,0.0,0.0,1.386e6,0.8316000000106101,0.0,0.0,0.0,0.0,0.8289856781833862,8.839223141453838e-8
267.0,1.0,1.0,17.0,2.0,0.0,0.0,1.3896e6,0.8316000000058921,0.0,0.0,0.0,0.0,0.8290440378823973,8.912074253538423e-8
268.0,1.0,1.0,17.0,3.0,0.0,0.0,1.3932e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8291010969696515,8.979725288486171e-8
269.0,1.0,1.0,17.0,4.0,0.0,0.0,1.3968e6,0.831599999972866,0.0,0.0,0.0,0.0,0.8291568843303878,9.042438635534704e-8
270.0,1.0,1.0,17.0,5.0,0.0,0.0,1.4004e6,0.8316000000211261,0.0,0.0,0.0,0.0,0.82921142818617,9.100463818845146e-8
271.0,1.0,1.0,17.0,6.0,0.0,0.0,1.404e6,0.8316000000059489,0.0,0.0,0.0,0.0,0.8292647562458058,9.154038182575375e-8
272.0,1.0,1.0,17.0,7.0,0.0,0.0,1.4076e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8293168954569126,9.203387422617248e-8
273.0,1.0,1.0,17.0,8.0,0.0,0.0,1.4112e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8293678722792492,9.248726194293989e-8
274.0,1.0,1.0,17.0,9.0,0.0,0.0,1.4148e6,0.8315999999895212,0.0,0.0,0.0,0.0,0.8294177125811757,9.290258663077818e-8
275.0,1.0,1.0,17.0,10.0,0.0,0.0,1.4184e6,0.8316000000043573,0.0,0.0,0.0,0.0,0.8294664415733735,9.328178981165207e-8
276.0,1.0,1.0,17.0,11.0,0.0,0.0,1.422e6,0.8315999999956034,0.0,0.0,0.0,0.0,0.8295140840366741,9.362671778450752e-8
277.0,1.0,1.0,17.0,12.0,0.0,0.0,1.4256e6,0.8315999999938981,0.0,0.0,0.0,0.0,0.8295606640825497,9.393912682968182e-8
278.0,1.0,1.0,17.0,13.0,0.0,0.0,1.4292e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8296062053656499,9.422068670273912e-8
279.0,1.0,1.0,17.0,14.0,0.0,0.0,1.4328e6,0.8316000000103827,0.0,0.0,0.0,0.0,0.8296507309893855,9.447298598259435e-8
280.0,1.0,1.0,17.0,15.0,0.0,0.0,1.4364e6,0.8316000000061194,0.0,0.0,0.0,0.0,0.8296942635328151,9.46975350773374e-8
281.0,1.0,1.0,17.0,16.0,0.0,0.0,1.44e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8297368251355124,9.489576989570582e-8
282.0,1.0,1.0,17.0,17.0,0.0,0.0,1.4436e6,0.8315999999730366,0.0,0.0,0.0,0.0,0.829778437323256,9.506905695536188e-8
283.0,1.0,1.0,17.0,18.0,0.0,0.0,1.4472e6,0.8316000000103827,0.0,0.0,0.0,0.0,0.8298191213297912,9.521869521266637e-8
284.0,1.0,1.0,17.0,19.0,0.0,0.0,1.4508e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8298588977283146,9.534591980946408e-8
285.0,1.0,1.0,17.0,20.0,0.0,0.0,1.4544e6,0.8316000000268673,0.0,0.0,0.0,0.0,0.8298977867490294,9.54519054710878e-8
286.0,1.0,1.0,17.0,21.0,0.0,0.0,1.458e6,0.8315999999793462,0.0,0.0,0.0,0.0,0.8299358081306707,9.553776950449196e-8
287.0,1.0,1.0,17.0,22.0,0.0,0.0,1.4616e6,0.8316000000205577,0.0,0.0,0.0,0.0,0.8299729812271153,9.560457392982284e-8
288.0,1.0,1.0,17.0,23.0,0.0,0.0,1.4652e6,0.8315999999896917,0.0,0.0,0.0,0.0,0.8300093249196436,9.565332908075986e-8
289.0,1.0,1.0,18.0,0.0,0.0,0.0,1.4688e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8300448576028714,9.568499532648089e-8
290.0,1.0,1.0,18.0,1.0,0.0,0.0,1.4724e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8300795974440405,9.570048590720385e-8
291.0,1.0,1.0,18.0,2.0,0.0,0.0,1.476e6,0.8315999999897485,0.0,0.0,0.0,0.0,0.8301135620327784,9.570066927076756e-8
292.0,1.0,1.0,18.0,3.0,0.0,0.0,1.4796e6,0.831600000020444,0.0,0.0,0.0,0.0,0.8301467686228534,9.568637112705958e-8
293.0,1.0,1.0,18.0,4.0,0.0,0.0,1.4832e6,0.8315999999897485,0.0,0.0,0.0,0.0,0.8301792341617613,9.565837637305594e-8
294.0,1.0,1.0,18.0,5.0,0.0,0.0,1.4868e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8302109751088835,9.561743138525276e-8
295.0,1.0,1.0,18.0,6.0,0.0,0.0,1.4904e6,0.8315999999898054,0.0,0.0,0.0,0.0,0.8302420075939096,9.556424614973646e-8
296.0,1.0,1.0,18.0,7.0,0.0,0.0,1.494e6,0.8315999999936139,0.0,0.0,0.0,0.0,0.8302723474616585,9.549949493458976e-8
297.0,1.0,1.0,18.0,8.0,0.0,0.0,1.4976e6,0.8316000000266968,0.0,0.0,0.0,0.0,0.8303020100698859,9.542381925028577e-8
298.0,1.0,1.0,18.0,9.0,0.0,0.0,1.5012e6,0.8315999999631458,0.0,0.0,0.0,0.0,0.8303310105823698,9.533782865733936e-8
299.0,1.0,1.0,18.0,10.0,0.0,0.0,1.5048e6,0.8316000000100985,0.0,0.0,0.0,0.0,0.8303593637151039,9.524210278649706e-8
300.0,1.0,1.0,18.0,11.0,0.0,0.0,1.5084e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8303870838519742,9.513719272057247e-8
301.0,1.0,1.0,18.0,12.0,0.0,0.0,1.512e6,0.8316000000100416,0.0,0.0,0.0,0.0,0.8304141852084399,9.502362192275025e-8
302.0,1.0,1.0,18.0,13.0,0.0,0.0,1.5156e6,0.8316000000064605,0.0,0.0,0.0,0.0,0.8304406814785636,9.490188825002373e-8
303.0,1.0,1.0,18.0,14.0,0.0,0.0,1.5192e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8304665861887486,9.477246485506836e-8
304.0,1.0,1.0,18.0,15.0,0.0,0.0,1.5228e6,0.8315999999899759,0.0,0.0,0.0,0.0,0.8304919125373544,9.46358012390283e-8
305.0,1.0,1.0,18.0,16.0,0.0,0.0,1.5264e6,0.8315999999934434,0.0,0.0,0.0,0.0,0.8305166733893543,9.449232470375005e-8
306.0,1.0,1.0,18.0,17.0,0.0,0.0,1.53e6,0.8316000000441477,0.0,0.0,0.0,0.0,0.8305408813710073,9.434244127301411e-8
307.0,1.0,1.0,18.0,18.0,0.0,0.0,1.5336e6,0.8315999999447286,0.0,0.0,0.0,0.0,0.8305645488334221,9.418653667921492e-8
308.0,1.0,1.0,18.0,19.0,0.0,0.0,1.5372e6,0.8316000000110648,0.0,0.0,0.0,0.0,0.830587687749869,9.402497771908155e-8
309.0,1.0,1.0,18.0,20.0,0.0,0.0,1.5408e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8306103099742472,9.38581126708318e-8
310.0,1.0,1.0,18.0,21.0,0.0,0.0,1.5444e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8306324270488972,9.368627225425288e-8
311.0,1.0,1.0,18.0,22.0,0.0,0.0,1.548e6,0.8316000000442614,0.0,0.0,0.0,0.0,0.8306540501654354,9.350977101196681e-8
312.0,1.0,1.0,18.0,23.0,0.0,0.0,1.5516e6,0.831599999977584,0.0,0.0,0.0,0.0,0.8306751903880922,9.3328907650878e-8
313.0,1.0,1.0,19.0,0.0,0.0,0.0,1.5552e6,0.8315999999780956,0.0,0.0,0.0,0.0,0.8306958584539643,9.314396570448782e-8
314.0,1.0,1.0,19.0,1.0,0.0,0.0,1.5588e6,0.8316000000443751,0.0,0.0,0.0,0.0,0.8307160649534922,9.295521442770486e-8
315.0,1.0,1.0,19.0,2.0,0.0,0.0,1.5624e6,0.8315999999887254,0.0,0.0,0.0,0.0,0.8307358201417969,9.276290991857407e-8
316.0,1.0,1.0,19.0,3.0,0.0,0.0,1.566e6,0.8315999999886117,0.0,0.0,0.0,0.0,0.8307551340604391,9.256729483970334e-8
317.0,1.0,1.0,19.0,4.0,0.0,0.0,1.5696e6,0.8315999999782093,0.0,0.0,0.0,0.0,0.8307740166274016,9.236860005875378e-8
318.0,1.0,1.0,19.0,5.0,0.0,0.0,1.5732e6,0.8316000000444888,0.0,0.0,0.0,0.0,0.8307924773858417,9.216704451145782e-8
319.0,1.0,1.0,19.0,6.0,0.0,0.0,1.5768e6,0.8315999999440464,0.0,0.0,0.0,0.0,0.8308105258066689,9.196283608509809e-8
320.0,1.0,1.0,19.0,7.0,0.0,0.0,1.5804e6,0.8316000000114059,0.0,0.0,0.0,0.0,0.8308281710696974,9.175617200465053e-8
321.0,1.0,1.0,19.0,8.0,0.0,0.0,1.584e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8308454221411239,9.154723974420951e-8
322.0,1.0,1.0,19.0,9.0,0.0,0.0,1.5876e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8308622878833489,9.13362168599832e-8
323.0,1.0,1.0,19.0,10.0,0.0,0.0,1.5912e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8308787768185653,9.11232720167737e-8
324.0,1.0,1.0,19.0,11.0,0.0,0.0,1.5948e6,0.8316000000115196,0.0,0.0,0.0,0.0,0.8308948974167265,9.090856520425865e-8
325.0,1.0,1.0,19.0,12.0,0.0,0.0,1.5984e6,0.8315999999769019,0.0,0.0,0.0,0.0,0.8309106578918204,9.069224818602747e-8
326.0,1.0,1.0,19.0,13.0,0.0,0.0,1.602e6,0.8316000000115196,0.0,0.0,0.0,0.0,0.8309260662176712,9.047446496632538e-8
327.0,1.0,1.0,19.0,14.0,0.0,0.0,1.6056e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8309411303335992,9.025535190882531e-8
328.0,1.0,1.0,19.0,15.0,0.0,0.0,1.6092e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8309558578779956,9.003503855642185e-8
329.0,1.0,1.0,19.0,16.0,0.0,0.0,1.6128e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8309702563860242,8.981364737123875e-8
330.0,1.0,1.0,19.0,17.0,0.0,0.0,1.6164e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.830984333202764,8.959129467050475e-8
331.0,1.0,1.0,19.0,18.0,0.0,0.0,1.62e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8309980954494449,8.936809071938789e-8
332.0,1.0,1.0,19.0,19.0,0.0,0.0,1.6236e6,0.8316000000448298,0.0,0.0,0.0,0.0,0.83101155022581,8.91441397963223e-8
333.0,1.0,1.0,19.0,20.0,0.0,0.0,1.6272e6,0.831599999976504,0.0,0.0,0.0,0.0,0.8310247044021253,8.89195408731911e-8
334.0,1.0,1.0,19.0,21.0,0.0,0.0,1.6308e6,0.8315999999786072,0.0,0.0,0.0,0.0,0.8310375645908721,8.8694387362028e-8
335.0,1.0,1.0,19.0,22.0,0.0,0.0,1.6344e6,0.8316000000448867,0.0,0.0,0.0,0.0,0.8310501374913315,8.846876811631855e-8
336.0,1.0,1.0,19.0,23.0,0.0,0.0,1.638e6,0.8315999999432506,0.0,0.0,0.0,0.0,0.8310624293777096,8.824276699023017e-8
337.0,1.0,1.0,20.0,0.0,0.0,0.0,1.6416e6,0.8316000000118038,0.0,0.0,0.0,0.0,0.8310744466093638,8.801646339444657e-8
338.0,1.0,1.0,20.0,1.0,0.0,0.0,1.6452e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.831086195349144,8.778993233669149e-8
339.0,1.0,1.0,20.0,2.0,0.0,0.0,1.6488e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8310976814938158,8.756324504113333e-8
340.0,1.0,1.0,20.0,3.0,0.0,0.0,1.6524e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8311089109635077,8.733646835063327e-8
341.0,1.0,1.0,20.0,4.0,0.0,0.0,1.656e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8311198895057714,8.710966601879927e-8
342.0,1.0,1.0,20.0,5.0,0.0,0.0,1.6596e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8311306226948432,8.688289775573969e-8
343.0,1.0,1.0,20.0,6.0,0.0,0.0,1.6632e6,0.8316000000119743,0.0,0.0,0.0,0.0,0.8311411160363491,8.665622058242765e-8
344.0,1.0,1.0,20.0,7.0,0.0,0.0,1.6668e6,0.8315999999759356,0.0,0.0,0.0,0.0,0.831151374849469,8.642968767756713e-8
345.0,1.0,1.0,20.0,8.0,0.0,0.0,1.6704e6,0.8316000000120312,0.0,0.0,0.0,0.0,0.831161404397676,8.620334949811549e-8
346.0,1.0,1.0,20.0,9.0,0.0,0.0,1.674e6,0.8315999999999804,0.0,0.0,0.0,0.0,0.8311712097837471,8.597725374463844e-8
