iD,Year,Month,Day,Hour,Minute,Second,∑T[Hour],ΔPr_Through[mm/day],ΔPet[mm/day],ΔSink[mm/day],ΔEvaporation[mm/day],Hpond[mm],Recharge[mm/day],∑WaterBalance_η_Profile[mm/day]
22.0,1.0,1.0,6.0,21.0,0.0,0.0,507600.0,0.8315999999999946,0.0,0.0,0.0,0.0,0.4046513339996949,-8.317084637666043e-11
23.0,1.0,1.0,6.0,22.0,0.0,0.0,511200.0,0.8316000000027941,0.0,0.0,0.0,0.0,0.4100302900789501,-8.078482103477464e-11
24.0,1.0,1.0,6.0,23.0,0.0,0.0,514800.0,0.8315999999992698,0.0,0.0,0.0,0.0,0.41543089239468145,-7.851503638362151e-11
25.0,1.0,1.0,7.0,0.0,0.0,0.0,518400.0,0.8315999999971808,0.0,0.0,0.0,0.0,0.42084954885284276,-7.635548972530102e-11
26.0,1.0,1.0,7.0,1.0,0.0,0.0,522000.0,0.8316000000007335,0.0,0.0,0.0,0.0,0.42628269867321933,-7.429962303534712e-11
27.0,1.0,1.0,7.0,2.0,0.0,0.0,525600.0,0.8315999999999946,0.0,0.0,0.0,0.0,0.43172682029580045,-7.234200807598972e-11
28.0,1.0,1.0,7.0,3.0,0.0,0.0,529200.0,0.8315999999999946,0.0,0.0,0.0,0.0,0.43717843886734187,-7.047585600075417e-11
29.0,1.0,1.0,7.0,4.0,0.0,0.0,532800.0,0.8315999999999946,0.0,0.0,0.0,0.0,0.442634133367541,-6.869722945413482e-11
30.0,1.0,1.0,7.0,5.0,0.0,0.0,536400.0,0.8315999999999946,0.0,0.0,0.0,0.0,0.4480905432720874,-6.700057999012318e-11
31.0,1.0,1.0,7.0,6.0,0.0,0.0,540000.0,0.8315999999999946,0.0,0.0,0.0,0.0,0.45354437478791,-6.538017931941834e-11
32.0,1.0,1.0,7.0,7.0,0.0,0.0,543600.0,0.8315999999999946,0.0,0.0,0.0,0.0,0.4589924066339037,-6.383255049008535e-11
33.0,1.0,1.0,7.0,8.0,0.0,0.0,547200.0,0.8315999999999946,0.0,0.0,0.0,0.0,0.46443149533538275,-6.235263138653253e-11
34.0,1.0,1.0,7.0,9.0,0.0,0.0,550800.0,0.8315999999999946,0.0,0.0,0.0,0.0,0.4698585800491131,-6.093740042554676e-11
35.0,1.0,1.0,7.0,10.0,0.0,0.0,554400.0,0.8315999999999946,0.0,0.0,0.0,0.0,0.4752706869334986,-5.958241146011569e-11
36.0,1.0,1.0,7.0,11.0,0.0,0.0,558000.0,0.8316000000019983,0.0,0.0,0.0,0.0,0.48066493299427293,-5.828424637736508e-11
37.0,1.0,1.0,7.0,12.0,0.0,0.0,561600.0,0.8315999999944665,0.0,0.0,0.0,0.0,0.48603852952015814,-5.7038875152020643e-11
38.0,1.0,1.0,7.0,13.0,0.0,0.0,565200.0,0.8316000000016004,0.0,0.0,0.0,0.0,0.49138878499657324,-5.5843647582780875e-11
39.0,1.0,1.0,7.0,14.0,0.0,0.0,568800.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.4967131075975857,-5.469514463379048e-11
40.0,1.0,1.0,7.0,15.0,0.0,0.0,572400.0,0.8316000000058068,0.0,0.0,0.0,0.0,0.5020090072426129,-5.359167761908004e-11
41.0,1.0,1.0,7.0,16.0,0.0,0.0,576000.0,0.8315999999983603,0.0,0.0,0.0,0.0,0.507274097185018,-5.25297428291997e-11
42.0,1.0,1.0,7.0,17.0,0.0,0.0,579600.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.512506095238976,-5.15064753943368e-11
43.0,1.0,1.0,7.0,18.0,0.0,0.0,583200.0,0.8315999999983319,0.0,0.0,0.0,0.0,0.5177028245687865,-5.052027046570709e-11
44.0,1.0,1.0,7.0,19.0,0.0,0.0,586800.0,0.8315999999992414,0.0,0.0,0.0,0.0,0.5228622141378736,-4.9569571995703884e-11
45.0,1.0,1.0,7.0,20.0,0.0,0.0,590400.0,0.831600000002453,0.0,0.0,0.0,0.0,0.5279822987731819,-4.865163314110374e-11
46.0,1.0,1.0,7.0,21.0,0.0,0.0,594000.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.5330612189191584,-4.776561762252031e-11
47.0,1.0,1.0,7.0,22.0,0.0,0.0,597600.0,0.8315999999983035,0.0,0.0,0.0,0.0,0.5380972200572884,-4.690739715729885e-11
48.0,1.0,1.0,7.0,23.0,0.0,0.0,601200.0,0.8315999999975645,0.0,0.0,0.0,0.0,0.5430886518508515,-4.607843866144906e-11
49.0,1.0,1.0,8.0,0.0,0.0,0.0,604800.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.548033967006262,-4.527555560053449e-11
50.0,1.0,1.0,8.0,1.0,0.0,0.0,608400.0,0.8316000000059205,0.0,0.0,0.0,0.0,0.5529317198874679,-4.449778154839891e-11
51.0,1.0,1.0,8.0,2.0,0.0,0.0,612000.0,0.8315999999923349,0.0,0.0,0.0,0.0,0.5577805649290184,-4.37438908070381e-11
52.0,1.0,1.0,8.0,3.0,0.0,0.0,615600.0,0.8316000000017709,0.0,0.0,0.0,0.0,0.5625792547799051,-4.3012998432641776e-11
53.0,1.0,1.0,8.0,4.0,0.0,0.0,619200.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.5673266383460174,-4.23036414179337e-11
54.0,1.0,1.0,8.0,5.0,0.0,0.0,622800.0,0.8316000000059489,0.0,0.0,0.0,0.0,0.5720216585905504,-4.1615256264033165e-11
55.0,1.0,1.0,8.0,6.0,0.0,0.0,626400.0,0.8315999999982182,0.0,0.0,0.0,0.0,0.5766633502507617,-4.0946155324045687e-11
56.0,1.0,1.0,8.0,7.0,0.0,0.0,630000.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.5812508373622336,-4.0295915821145354e-11
57.0,1.0,1.0,8.0,8.0,0.0,0.0,633600.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.5857833307575007,-3.9664144647060635e-11
58.0,1.0,1.0,8.0,9.0,0.0,0.0,637200.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.5902601253897046,-3.9049444597630935e-11
59.0,1.0,1.0,8.0,10.0,0.0,0.0,640800.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.5946805976313101,-3.845167174151472e-11
60.0,1.0,1.0,8.0,11.0,0.0,0.0,644400.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.5990442025112799,-3.78704069332921e-11
61.0,1.0,1.0,8.0,12.0,0.0,0.0,648000.0,0.8315999999940118,0.0,0.0,0.0,0.0,0.6033504708736146,-3.730385781004354e-11
62.0,1.0,1.0,8.0,13.0,0.0,0.0,651600.0,0.8316000000078816,0.0,0.0,0.0,0.0,0.6075990065517232,-3.675213918877173e-11
63.0,1.0,1.0,8.0,14.0,0.0,0.0,655200.0,0.8315999999981329,0.0,0.0,0.0,0.0,0.61178948347154,-3.621495172581876e-11
64.0,1.0,1.0,8.0,15.0,0.0,0.0,658800.0,0.8315999999939834,0.0,0.0,0.0,0.0,0.6159216428016379,-3.5691480768683236e-11
65.0,1.0,1.0,8.0,16.0,0.0,0.0,662400.0,0.8316000000079384,0.0,0.0,0.0,0.0,0.6199952900613255,-3.518102752259217e-11
66.0,1.0,1.0,8.0,17.0,0.0,0.0,666000.0,0.8315999999981045,0.0,0.0,0.0,0.0,0.6240102922680109,-3.4683453379431805e-11
67.0,1.0,1.0,8.0,18.0,0.0,0.0,669600.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.6279665751040682,-3.4198883059476564e-11
68.0,1.0,1.0,8.0,19.0,0.0,0.0,673200.0,0.8315999999939265,0.0,0.0,0.0,0.0,0.6318641200885793,-3.372580048027682e-11
69.0,1.0,1.0,8.0,20.0,0.0,0.0,676800.0,0.8316000000019415,0.0,0.0,0.0,0.0,0.635702961854193,-3.326463490146037e-11
70.0,1.0,1.0,8.0,21.0,0.0,0.0,680400.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.6394831853738623,-3.2814814563837727e-11
71.0,1.0,1.0,8.0,22.0,0.0,0.0,684000.0,0.8316000000019983,0.0,0.0,0.0,0.0,0.6432049233200701,-3.237549906489343e-11
72.0,1.0,1.0,8.0,23.0,0.0,0.0,687600.0,0.8316000000001793,0.0,0.0,0.0,0.0,0.6468683534407376,-3.1946666050207477e-11
73.0,1.0,1.0,9.0,0.0,0.0,0.0,691200.0,0.8315999999998382,0.0,0.0,0.0,0.0,0.6504736959985564,-3.152823586774205e-11
74.0,1.0,1.0,9.0,1.0,0.0,0.0,694800.0,0.8315999999960297,0.0,0.0,0.0,0.0,0.6540212112860786,-3.111955585444721e-11
75.0,1.0,1.0,9.0,2.0,0.0,0.0,698400.0,0.8316000000081658,0.0,0.0,0.0,0.0,0.6575111971954897,-3.0720577774944094e-11
76.0,1.0,1.0,9.0,3.0,0.0,0.0,702000.0,0.8315999999918233,0.0,0.0,0.0,0.0,0.6609439868686167,-3.033058138376453e-11
77.0,1.0,1.0,9.0,4.0,0.0,0.0,705600.0,0.8316000000020267,0.0,0.0,0.0,0.0,0.6643199464158727,-2.994988253343061e-11
78.0,1.0,1.0,9.0,5.0,0.0,0.0,709200.0,0.8316000000020551,0.0,0.0,0.0,0.0,0.667639472698454,-2.957806885516178e-11
79.0,1.0,1.0,9.0,6.0,0.0,0.0,712800.0,0.8316000000000656,0.0,0.0,0.0,0.0,0.6709029912082087,-2.921458662635232e-11
80.0,1.0,1.0,9.0,7.0,0.0,0.0,716400.0,0.8315999999979056,0.0,0.0,0.0,0.0,0.6741109540087962,-2.8859604033672192e-11
81.0,1.0,1.0,9.0,8.0,0.0,0.0,720000.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.6772638377427,-2.8512015138290026e-11
82.0,1.0,1.0,9.0,9.0,0.0,0.0,723600.0,0.8316000000062331,0.0,0.0,0.0,0.0,0.6803621417522123,-2.8172539325752918e-11
83.0,1.0,1.0,9.0,10.0,0.0,0.0,727200.0,0.831599999997934,0.0,0.0,0.0,0.0,0.6834063862199287,-2.7840574522530496e-11
84.0,1.0,1.0,9.0,11.0,0.0,0.0,730800.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.6863971104391453,-2.751575076060944e-11
85.0,1.0,1.0,9.0,12.0,0.0,0.0,734400.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.689334871140943,-2.7198117566236962e-11
86.0,1.0,1.0,9.0,13.0,0.0,0.0,738000.0,0.831599999993756,0.0,0.0,0.0,0.0,0.6922202408743487,-2.688742410566313e-11
87.0,1.0,1.0,9.0,14.0,0.0,0.0,741600.0,0.831600000002112,0.0,0.0,0.0,0.0,0.695053806480729,-2.6583283762461176e-11
88.0,1.0,1.0,9.0,15.0,0.0,0.0,745200.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.6978361676518574,-2.6285715870272685e-11
89.0,1.0,1.0,9.0,16.0,0.0,0.0,748800.0,0.8316000000063184,0.0,0.0,0.0,0.0,0.7005679355207519,-2.5994402882599762e-11
90.0,1.0,1.0,9.0,17.0,0.0,0.0,752400.0,0.8315999999978487,0.0,0.0,0.0,0.0,0.7032497313553279,-2.5709326175628674e-11
91.0,1.0,1.0,9.0,18.0,0.0,0.0,756000.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.7058821852981225,-2.543004542458297e-11
92.0,1.0,1.0,9.0,19.0,0.0,0.0,759600.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.7084659295753397,-1.660159857933491e-9
93.0,1.0,1.0,9.0,20.0,0.0,0.0,763200.0,0.8315999999936707,0.0,0.0,0.0,0.0,0.7110016144176683,-3.1696240485046606e-9
94.0,1.0,1.0,9.0,21.0,0.0,0.0,766800.0,0.8316000000044141,0.0,0.0,0.0,0.0,0.7134898899711146,-4.568870034498353e-9
95.0,1.0,1.0,9.0,22.0,0.0,0.0,770400.0,0.8316000000019415,0.0,0.0,0.0,0.0,0.7159314106625914,-5.864845077017027e-9
96.0,1.0,1.0,9.0,23.0,0.0,0.0,774000.0,0.8315999999933865,0.0,0.0,0.0,0.0,0.7183268344230385,-7.064125797243444e-9
97.0,1.0,1.0,10.0,0.0,0.0,0.0,777600.0,0.8316000000049542,0.0,0.0,0.0,0.0,0.7206768218225648,-8.172904954242171e-9
98.0,1.0,1.0,10.0,1.0,0.0,0.0,781200.0,0.8316000000016857,0.0,0.0,0.0,0.0,0.7229820352512206,-9.197012119601995e-9
99.0,1.0,1.0,10.0,2.0,0.0,0.0,784800.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.725243138122309,-1.0141931329781611e-8
100.0,1.0,1.0,10.0,3.0,0.0,0.0,788400.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.727460794155661,-1.1012819858120634e-8
101.0,1.0,1.0,10.0,4.0,0.0,0.0,792000.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.729635666626578,-1.1814525364094996e-8
102.0,1.0,1.0,10.0,5.0,0.0,0.0,795600.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.7317684178014332,-1.2551602201327454e-8
103.0,1.0,1.0,10.0,6.0,0.0,0.0,799200.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.7338597082640916,-1.3228328310272632e-8
104.0,1.0,1.0,10.0,7.0,0.0,0.0,802800.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.735910196376679,-1.3848719369954471e-8
105.0,1.0,1.0,10.0,8.0,0.0,0.0,806400.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.7379205377838929,-1.4416543646455518e-8
106.0,1.0,1.0,10.0,9.0,0.0,0.0,810000.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.739891384848633,-1.4935336605476656e-8
107.0,1.0,1.0,10.0,10.0,0.0,0.0,813600.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.7418233862898234,-1.54084132282124e-8
108.0,1.0,1.0,10.0,11.0,0.0,0.0,817200.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.7437171867154149,-1.5838881462635187e-8
109.0,1.0,1.0,10.0,12.0,0.0,0.0,820800.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.7455734262184848,-1.6229653170605372e-8
110.0,1.0,1.0,10.0,13.0,0.0,0.0,824400.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.7473927400824607,-1.658345653626668e-8
111.0,1.0,1.0,10.0,14.0,0.0,0.0,828000.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.7491757583919281,-1.6902846341182608e-8
112.0,1.0,1.0,10.0,15.0,0.0,0.0,831600.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.7509231057672423,-1.719021418488883e-8
113.0,1.0,1.0,10.0,16.0,0.0,0.0,835200.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.752635401108563,-1.744779865425075e-8
114.0,1.0,1.0,10.0,17.0,0.0,0.0,838800.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.7543132572782554,-1.767769349607068e-8
115.0,1.0,1.0,10.0,18.0,0.0,0.0,842400.0,0.8315999999935286,0.0,0.0,0.0,0.0,0.7559572809686301,-1.7881857889427315e-8
116.0,1.0,1.0,10.0,19.0,0.0,0.0,846000.0,0.8315999999982182,0.0,0.0,0.0,0.0,0.7575680724267784,-1.8062122945754987e-8
117.0,1.0,1.0,10.0,20.0,0.0,0.0,849600.0,0.8316000000064605,0.0,0.0,0.0,0.0,0.7591462252770071,-1.8220200869744995e-8
118.0,1.0,1.0,10.0,21.0,0.0,0.0,853200.0,0.8316000000018278,0.0,0.0,0.0,0.0,0.7606923264275167,-1.8357691409743025e-8
119.0,1.0,1.0,10.0,22.0,0.0,0.0,856800.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.7622069558309477,-1.8476089454829467e-8
120.0,1.0,1.0,10.0,23.0,0.0,0.0,860400.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.763690686421441,-1.857679061440157e-8
121.0,1.0,1.0,11.0,0.0,0.0,0.0,864000.0,0.8315999999935855,0.0,0.0,0.0,0.0,0.7651440839726007,-1.8661098427651188e-8
122.0,1.0,1.0,11.0,1.0,0.0,0.0,867600.0,0.8315999999981614,0.0,0.0,0.0,0.0,0.7665677070221335,-1.8730229642684978e-8
123.0,1.0,1.0,11.0,2.0,0.0,0.0,871200.0,0.8316000000064037,0.0,0.0,0.0,0.0,0.7679621067606774,-1.8785319585463765e-8
124.0,1.0,1.0,11.0,3.0,0.0,0.0,874800.0,0.8316000000018846,0.0,0.0,0.0,0.0,0.7693278269986479,-1.8827427579028997e-8
125.0,1.0,1.0,11.0,4.0,0.0,0.0,878400.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.770665404093478,-1.8857541487399168e-8
126.0,1.0,1.0,11.0,5.0,0.0,0.0,882000.0,0.8315999999936139,0.0,0.0,0.0,0.0,0.771975366895532,-1.8876582144839315e-8
127.0,1.0,1.0,11.0,6.0,0.0,0.0,885600.0,0.8315999999981329,0.0,0.0,0.0,0.0,0.7732582367206362,-1.8885408517729564e-8
128.0,1.0,1.0,11.0,7.0,0.0,0.0,889200.0,0.8316000000063752,0.0,0.0,0.0,0.0,0.7745145273486003,-1.888482122270789e-8
129.0,1.0,1.0,11.0,8.0,0.0,0.0,892800.0,0.831600000001913,0.0,0.0,0.0,0.0,0.775744744973835,-1.8875565218804545e-8
130.0,1.0,1.0,11.0,9.0,0.0,0.0,896400.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.7769493882247929,-1.885833500434398e-8
131.0,1.0,1.0,11.0,10.0,0.0,0.0,900000.0,0.8315999999936707,0.0,0.0,0.0,0.0,0.7781289481620774,-1.8833777129940406e-8
132.0,1.0,1.0,11.0,11.0,0.0,0.0,903600.0,0.8316000000044141,0.0,0.0,0.0,0.0,0.779283908310461,-1.8802493212189377e-8
133.0,1.0,1.0,11.0,12.0,0.0,0.0,907200.0,0.8316000000019415,0.0,0.0,0.0,0.0,0.7804147445961149,-1.876504313263186e-8
134.0,1.0,1.0,11.0,13.0,0.0,0.0,910800.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.7815219255007548,-1.8721948220985202e-8
135.0,1.0,1.0,11.0,14.0,0.0,0.0,914400.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.782605911990089,-1.8673692334893077e-8
136.0,1.0,1.0,11.0,15.0,0.0,0.0,918000.0,0.8315999999936992,0.0,0.0,0.0,0.0,0.7836671575713012,-1.8620726253204873e-8
137.0,1.0,1.0,11.0,16.0,0.0,0.0,921600.0,0.8316000000043573,0.0,0.0,0.0,0.0,0.7847061083778044,-1.8563468852043117e-8
138.0,1.0,1.0,11.0,17.0,0.0,0.0,925200.0,0.8316000000019699,0.0,0.0,0.0,0.0,0.7857232031675778,-1.850230801305099e-8
139.0,1.0,1.0,11.0,18.0,0.0,0.0,928800.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.7867188734075938,-1.843760539573509e-8
140.0,1.0,1.0,11.0,19.0,0.0,0.0,932400.0,0.8315999999937276,0.0,0.0,0.0,0.0,0.7876935432886398,-1.8369696489030228e-8
141.0,1.0,1.0,11.0,20.0,0.0,0.0,936000.0,0.8316000000043005,0.0,0.0,0.0,0.0,0.7886476298300664,-1.829889226650583e-8
142.0,1.0,1.0,11.0,21.0,0.0,0.0,939600.0,0.8316000000019983,0.0,0.0,0.0,0.0,0.789581542927607,-1.822548134326754e-8
143.0,1.0,1.0,11.0,22.0,0.0,0.0,943200.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.7904956853995202,-1.8149731175962403e-8
144.0,1.0,1.0,11.0,23.0,0.0,0.0,946800.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.7913904530678622,-1.8071890221504035e-8
145.0,1.0,1.0,12.0,0.0,0.0,0.0,950400.0,0.831599999993756,0.0,0.0,0.0,0.0,0.792266234844476,-1.799218788511775e-8
146.0,1.0,1.0,12.0,1.0,0.0,0.0,954000.0,0.8316000000124859,0.0,0.0,0.0,0.0,0.7931234127684377,-1.79108371625559e-8
147.0,1.0,1.0,12.0,2.0,0.0,0.0,957600.0,0.8315999999937844,0.0,0.0,0.0,0.0,0.7939623621319072,-1.78280354307592e-8
148.0,1.0,1.0,12.0,3.0,0.0,0.0,961200.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.7947834514890246,-1.774396457137284e-8
149.0,1.0,1.0,12.0,4.0,0.0,0.0,964800.0,0.8315999999937844,0.0,0.0,0.0,0.0,0.7955870428021967,-1.7658793039036363e-8
150.0,1.0,1.0,12.0,5.0,0.0,0.0,968400.0,0.8315999999979624,0.0,0.0,0.0,0.0,0.7963734914869747,-1.7572676422862108e-8
151.0,1.0,1.0,12.0,6.0,0.0,0.0,972000.0,0.8316000000062047,0.0,0.0,0.0,0.0,0.7971431464747525,-1.7485758947557505e-8
152.0,1.0,1.0,12.0,7.0,0.0,0.0,975600.0,0.8316000000020836,0.0,0.0,0.0,0.0,0.7978963503701948,-1.7398173285138925e-8
153.0,1.0,1.0,12.0,8.0,0.0,0.0,979200.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.798633439414175,-1.7310041714286345e-8
154.0,1.0,1.0,12.0,9.0,0.0,0.0,982800.0,0.8315999999938413,0.0,0.0,0.0,0.0,0.7993547436890367,-1.7221476957141022e-8
155.0,1.0,1.0,12.0,10.0,0.0,0.0,986400.0,0.8315999999979056,0.0,0.0,0.0,0.0,0.8000605871234256,-1.713258303881988e-8
156.0,1.0,1.0,12.0,11.0,0.0,0.0,990000.0,0.8316000000061479,0.0,0.0,0.0,0.0,0.8007512876164924,-1.704345545662502e-8
157.0,1.0,1.0,12.0,12.0,0.0,0.0,993600.0,0.8316000000021404,0.0,0.0,0.0,0.0,0.8014271571075255,-1.695418215912568e-8
158.0,1.0,1.0,12.0,13.0,0.0,0.0,997200.0,0.8316000000000088,0.0,0.0,0.0,0.0,0.80208850163703,-1.6864843839106822e-8
159.0,1.0,1.0,12.0,14.0,0.0,0.0,1.0008e6,0.8316000000000088,0.0,0.0,0.0,0.0,0.8027356215123689,-1.6775514430438633e-8
160.0,1.0,1.0,12.0,15.0,0.0,0.0,1.0044e6,0.8316000000000088,0.0,0.0,0.0,0.0,0.8033688112716391,-1.668626222711572e-8
161.0,1.0,1.0,12.0,16.0,0.0,0.0,1.008e6,0.8316000000000088,0.0,0.0,0.0,0.0,0.8039883599246309,-1.6597149156218873e-8
162.0,1.0,1.0,12.0,17.0,0.0,0.0,1.0116e6,0.8316000000000088,0.0,0.0,0.0,0.0,0.8045945508480656,-1.6508231660080096e-8
163.0,1.0,1.0,12.0,18.0,0.0,0.0,1.0152e6,0.8315999999856274,0.0,0.0,0.0,0.0,0.8051876620416181,-1.6419561703227042e-8
164.0,1.0,1.0,12.0,19.0,0.0,0.0,1.0188e6,0.8316000000122017,0.0,0.0,0.0,0.0,0.8057679661521888,-1.6331186908895336e-8
165.0,1.0,1.0,12.0,20.0,0.0,0.0,1.0224e6,0.8316000000021972,0.0,0.0,0.0,0.0,0.8063357304974659,-1.6243149810276508e-8
166.0,1.0,1.0,12.0,21.0,0.0,0.0,1.026e6,0.8316000000000088,0.0,0.0,0.0,0.0,0.8068912172520015,-1.6155489856797555e-8
167.0,1.0,1.0,12.0,22.0,0.0,0.0,1.0296e6,0.8316000000000088,0.0,0.0,0.0,0.0,0.8074346834430912,-1.6068241920390113e-8
168.0,1.0,1.0,12.0,23.0,0.0,0.0,1.0332e6,0.8316000000000088,0.0,0.0,0.0,0.0,0.8079663811231512,-1.5981438415217566e-8
169.0,1.0,1.0,13.0,0.0,0.0,0.0,1.0368e6,0.8316000000000088,0.0,0.0,0.0,0.0,0.8084865573561615,-1.5895108106445624e-8
170.0,1.0,1.0,13.0,1.0,0.0,0.0,1.0404e6,0.8316000000000088,0.0,0.0,0.0,0.0,0.8089954543530666,-1.580927687094945e-8
171.0,1.0,1.0,13.0,2.0,0.0,0.0,1.044e6,0.831599999993955,0.0,0.0,0.0,0.0,0.8094933095810575,-1.5723967681835968e-8
172.0,1.0,1.0,13.0,3.0,0.0,0.0,1.0476e6,0.8315999999977919,0.0,0.0,0.0,0.0,0.8099803557653331,-1.56392017857255e-8
173.0,1.0,1.0,13.0,4.0,0.0,0.0,1.0512e6,0.8316000000060342,0.0,0.0,0.0,0.0,0.810456821040475,-1.555499741915377e-8
