Layer Cm/H,0.0cm,10.0cm,20.0cm,30.0cm,40.0cm,50.0cm,60.0cm,70.0cm,80.0cm,90.0cm,100.0cm,200.0cm,300.0cm,400.0cm,500.0cm,600.0cm,700.0cm,800.0cm,900.0cm,1000.0cm,2000.0cm,3000.0cm,4000.0cm,5000.0cm,6000.0cm,7000.0cm,8000.0cm,9000.0cm,10000.0cm,15000.0cm,20000.0cm,30000.0cm,100000.0cm
1.0,22.536,14.005953351519864,6.277544235648616,2.88933192670239,1.4116926461227777,0.7301903977715137,0.3968869329602718,0.22508823038086254,0.13240407902396584,0.08038784439912389,0.050174906891502,0.0012286651277253289,8.446897461606536e-5,1.0001142920436366e-5,1.668368480371325e-6,3.5334525113018907e-7,8.932821056245743e-8,2.5903733381170315e-8,8.383791213507996e-9,2.9694757943313985e-9,1.624200929195242e-12,1.1533936106501847e-14,2.685689560385041e-16,1.2596532617765197e-17,9.420865885519088e-19,9.851569047341875e-20,1.3273868912607294e-20,2.1821703843198268e-21,4.212572487964095e-22,5.773028073889234e-25,4.1679829286857934e-27,2.794155201749849e-30,8.865193038744067e-41
2.0,0.5436,0.14273510895504377,0.0742452885626647,0.04639254146014992,0.03185159379012652,0.0231981234026583,0.01760388447003031,0.01377220694698636,0.0110325951531571,0.009007394372642677,0.007469757738292868,0.0018957633304709854,0.000756560060957337,0.0003735483353047332,0.00020938214689890025,0.00012780222435978611,8.296507233915705e-5,5.6441196566041185e-5,3.984188009303653e-5,2.897950528036447e-5,3.036294809654987e-6,7.109778537988587e-7,2.3902785105771447e-7,9.913234953804674e-8,4.7217587651804833e-8,2.482293564582727e-8,1.4054659858115579e-8,8.432454571119765e-9,5.3006446878768276e-9,8.326467602551106e-10,2.104174444846494e-10,2.7721154625655905e-11,3.6526176540799344e-14
3.0,22.536,14.005953351519864,6.277544235648616,2.88933192670239,1.4116926461227777,0.7301903977715137,0.3968869329602718,0.22508823038086254,0.13240407902396584,0.08038784439912389,0.050174906891502,0.0012286651277253289,8.446897461606536e-5,1.0001142920436366e-5,1.668368480371325e-6,3.5334525113018907e-7,8.932821056245743e-8,2.5903733381170315e-8,8.383791213507996e-9,2.9694757943313985e-9,1.624200929195242e-12,1.1533936106501847e-14,2.685689560385041e-16,1.2596532617765197e-17,9.420865885519088e-19,9.851569047341875e-20,1.3273868912607294e-20,2.1821703843198268e-21,4.212572487964095e-22,5.773028073889234e-25,4.1679829286857934e-27,2.794155201749849e-30,8.865193038744067e-41
