Id,H[mm],Theta
34,40,0.45333859
34,70,0.447609795
34,100,0.441881001
34,500,0.406171517
34,1000,0.388221294
34,2000,0.373708349
34,4000,0.368361474
34,10000,0.330551432
34,150000,0.259483829
35,0,0.477873154
35,40,0.42899025
35,70,0.424335408
35,100,0.415770498
35,500,0.383931378
35,1000,0.369780658
35,2000,0.357864262
35,4000,0.35320942
35,10000,0.316901651
35,150000,0.25747533
36,0,0.467247485
36,40,0.450370854
36,70,0.444431897
36,100,0.420280142
36,500,0.383854543
36,1000,0.369007152
36,2000,0.355743483
36,4000,0.351586214
36,10000,0.318526023
36,150000,0.255809385
37,0,0.415069
37,40,0.370563728
37,70,0.369863891
37,100,0.368989095
37,500,0.341870408
37,1000,0.328048626
37,2000,0.310027822
37,4000,0.306878555
37,10000,0.258239879
37,150000,0.161740745
38,0,0.444035271
38,40,0.373706802
38,70,0.371509604
38,100,0.371326504
38,500,0.329945937
38,1000,0.31346695
38,2000,0.296072464
38,4000,0.292410467
38,10000,0.239677709
38,150000,0.169601207
39,0,0.463229329
39,40,0.394917836
39,70,0.39213803
39,100,0.391211427
39,500,0.337283182
39,1000,0.320419023
39,2000,0.30170166
39,4000,0.296327367
39,10000,0.238878034
39,150000,0.159571105
40,0,0.443889623
40,40,0.362205007
40,70,0.360765543
40,100,0.360225745
40,500,0.322979626
40,1000,0.309304723
40,2000,0.293290691
40,4000,0.287892703
40,10000,0.221317515
40,150000,0.149535005
41,0,0.413278039
41,40,0.401946648
41,70,0.398036661
41,100,0.394322174
41,500,0.343687844
41,1000,0.325115406
41,2000,0.306933967
41,4000,0.299895991
41,10000,0.229125229
41,150000,0.142708463
42,0,0.432651754
42,40,0.353839303
42,70,0.352053138
42,100,0.352053138
42,500,0.324367579
42,1000,0.309363793
42,2000,0.295967555
42,4000,0.291680758
42,10000,0.235237942
42,150000,0.150216484
43,0,0.482431835
43,40,0.46745267
43,70,0.46037585
43,100,0.45578548
43,500,0.425374279
43,1000,0.410838108
43,2000,0.387886258
43,4000,0.381191969
43,10000,0.336435862
43,150000,0.196800748
44,0,0.457921115
44,40,0.401112521
44,70,0.396607663
44,100,0.395166109
44,500,0.364352883
44,1000,0.352460058
44,2000,0.336783154
44,4000,0.332818879
44,10000,0.296960213
44,150000,0.185076846
45,0,0.469597234
45,40,0.434702547
45,70,0.427347493
45,100,0.417729345
45,500,0.35983187
45,1000,0.342481486
45,2000,0.327017014
45,4000,0.323245191
45,10000,0.286092739
45,150000,0.174800723
46,0,0.484486122
46,40,0.459441681
46,70,0.454079294
46,100,0.437417591
46,500,0.34989577
46,1000,0.32940379
46,2000,0.315231766
46,4000,0.308720296
46,10000,0.25394734
46,150000,0.152777713
47,0,0.445402692
47,40,0.386058777
47,70,0.382016277
47,100,0.379995027
47,500,0.349860025
47,1000,0.337732524
47,2000,0.329463773
47,4000,0.323583773
47,10000,0.269193769
47,150000,0.166788653
48,0,0.42291
48,40,0.404017681
48,70,0.402329585
48,100,0.398203127
48,500,0.368192529
48,1000,0.354312627
48,2000,0.345872146
48,4000,0.338557063
48,10000,0.276472638
48,150000,0.170647227
49,0,0.670093176
49,40,0.637568856
49,70,0.614526678
49,100,0.596833576
49,500,0.509191003
49,1000,0.48532589
49,2000,0.458169036
49,4000,0.436566994
49,10000,0.394391577
49,150000,0.239832852
50,0,0.50959141
50,40,0.454568423
50,70,0.442439357
50,100,0.429043075
50,500,0.384690521
50,1000,0.36713053
50,2000,0.349570539
50,4000,0.33020024
50,10000,0.302864584
50,150000,0.22795934
51,0,0.509839331
51,40,0.495515469
51,70,0.474970698
51,100,0.448120106
51,500,0.3761117
51,1000,0.352922553
51,2000,0.335225572
51,4000,0.313256905
51,10000,0.28335511
51,150000,0.24289748
52,0,0.480464914
52,40,0.450091329
52,70,0.419826215
52,100,0.408170056
52,500,0.354592624
52,1000,0.333120752
52,2000,0.316965725
52,4000,0.296925311
52,10000,0.269114125
52,150000,0.229962295
53,0,0.405126096
53,40,0.364224118
53,70,0.360891106
53,100,0.357002592
53,500,0.32404281
53,1000,0.307562918
53,2000,0.296267712
53,4000,0.279417486
53,10000,0.258308411
53,150000,0.235312054
54,0,0.375026
54,40,0.319875227
54,70,0.318274962
54,100,0.31649689
54,500,0.302983539
54,1000,0.29195949
54,2000,0.283424743
54,4000,0.269022356
54,10000,0.247152066
54,150000,0.242362717
55,0,0.59715257
55,40,0.436278802
55,70,0.429750542
55,100,0.42369996
55,500,0.3980646
55,1000,0.385167307
55,2000,0.369881626
55,4000,0.351729881
55,10000,0.323387681
55,150000,0.288095014
56,0,0.516581621
56,40,0.506642896
56,70,0.496793695
56,100,0.484186717
56,500,0.44557785
56,1000,0.431788969
56,2000,0.414060407
56,4000,0.398104701
56,10000,0.372299795
56,150000,0.292794015
57,0,0.482578619
57,40,0.472535418
57,70,0.468872353
57,100,0.464630909
57,500,0.41431196
57,1000,0.39445429
57,2000,0.378259686
57,4000,0.361872289
57,10000,0.337773175
57,150000,0.289772025
58,0,0.449383305
58,40,0.434141817
58,70,0.431375324
58,100,0.427818404
58,500,0.393434847
58,1000,0.378614348
58,2000,0.365967522
58,4000,0.352332663
58,10000,0.332769604
58,150000,0.286525854
59,0,0.419047072
59,40,0.412813338
59,70,0.409877255
59,100,0.401069005
59,500,0.364661569
59,1000,0.351938541
59,2000,0.342738813
59,4000,0.328841351
59,10000,0.311812066
59,150000,0.305830506
60,0,0.433913488
60,40,0.412516936
60,70,0.409422575
60,100,0.403814047
60,500,0.384667691
60,1000,0.377125187
60,2000,0.368809093
60,4000,0.354497676
60,10000,0.337865488
60,150000,0.318733014
61,0,0.574711702
61,40,0.467881119
61,70,0.459728645
61,100,0.458310823
61,500,0.394331625
61,1000,0.37005143
61,2000,0.330529654
61,4000,0.312629657
61,10000,0.285513819
61,150000,0.184296537
62,0,0.479216384
62,40,0.406295114
62,70,0.403665372
62,100,0.399720759
62,500,0.336231278
62,1000,0.314629827
62,2000,0.285514828
62,4000,0.273117474
62,10000,0.248510604
62,150000,0.188138405
63,0,0.458878117
63,40,0.381912116
63,70,0.381158094
63,100,0.378519017
63,500,0.335539766
63,1000,0.318951283
63,2000,0.29237201
63,4000,0.28106168
63,10000,0.254293901
63,150000,0.17630441
64,0,0.400117
64,40,0.322140531
64,70,0.318834641
64,100,0.318099999
64,500,0.300652251
64,1000,0.290734584
64,2000,0.271817551
64,4000,0.264287471
64,10000,0.246839722
64,150000,0.214879084
65,0,0.396192609
65,40,0.338922939
65,70,0.337393676
65,100,0.337393676
65,500,0.318277887
65,1000,0.305470309
65,2000,0.283487151
65,4000,0.273546941
65,10000,0.253093047
65,150000,0.233719632
66,0,0.367694559
66,40,0.338559153
66,70,0.338182977
66,100,0.337430623
66,500,0.323888257
66,1000,0.313919571
66,2000,0.296991613
66,4000,0.288339546
66,10000,0.267273643
66,150000,0.198097994
67,0,0.504025618
67,40,0.486436431
67,70,0.444979964
67,100,0.434772091
67,500,0.396232159
67,1000,0.379774567
67,2000,0.342692903
67,4000,0.327068607
67,10000,0.304986268
67,150000,0.252506499
68,0,0.480241294
68,40,0.474448909
68,70,0.462724783
68,100,0.456484522
68,500,0.421312144
68,1000,0.404104153
68,2000,0.370066367
68,4000,0.354938463
68,10000,0.336217681
68,150000,0.242258265
69,0,0.494536
69,40,0.39953706
69,70,0.394041364
69,100,0.38744653
69,500,0.320032665
69,1000,0.304461528
69,2000,0.281929177
69,4000,0.273319254
69,10000,0.255549839
69,150000,0.215551339
70,0,0.445720473
70,40,0.39543118
70,70,0.381227474
70,100,0.374599077
70,500,0.335586231
70,1000,0.32308697
70,2000,0.305284991
70,4000,0.298467212
70,10000,0.284642272
70,150000,0.245487743
71,0,0.408689516
71,40,0.359776327
71,70,0.358659587
71,100,0.357542847
71,500,0.34414197
71,1000,0.335021929
71,2000,0.321434928
71,4000,0.315851229
71,10000,0.304125462
71,150000,0.247405685
72,0,0.470987201
72,40,0.454235235
72,70,0.447853898
72,100,0.445726785
72,500,0.414786965
72,1000,0.389841735
72,2000,0.352520577
72,4000,0.324094617
72,10000,0.276911391
72,150000,0.145296463
73,0,0.478181589
73,40,0.402947759
73,70,0.400606087
73,100,0.400065701
73,500,0.351070712
73,1000,0.333237977
73,2000,0.298293022
73,4000,0.271453855
73,10000,0.224800538
73,150000,0.130402937
74,0,0.4937344
74,40,0.389882334
74,70,0.377185017
74,100,0.366541677
74,500,0.323221418
74,1000,0.305295793
74,2000,0.270751621
74,4000,0.245730437
74,10000,0.200169474
74,150000,0.128958326
75,0,0.452131765
75,40,0.380150085
75,70,0.375247356
75,100,0.372984558
75,500,0.326785763
75,1000,0.301706417
75,2000,0.264370248
75,4000,0.2421194
75,10000,0.205726063
75,150000,0.165663696
76,0,0.484358625
76,40,0.467710482
76,70,0.462417866
76,100,0.457909341
76,500,0.421057048
76,1000,0.404395107
76,2000,0.363622357
76,4000,0.345196211
76,10000,0.317753014
76,150000,0.281470487
77,0,0.397907145
77,40,0.379336209
77,70,0.378939414
77,100,0.378939414
77,500,0.378939414
77,1000,0.378939414
77,2000,0.367035558
77,4000,0.351957341
77,10000,0.327554436
77,150000,0.319713463
78,0,0.473046431
78,40,0.460732961
78,70,0.455625866
78,100,0.454166696
78,500,0.429360804
78,1000,0.413492329
78,2000,0.380843398
78,4000,0.360415017
78,10000,0.326124519
78,150000,0.16602714
79,0,0.473722601
79,40,0.451873224
79,70,0.434060794
79,100,0.4323733
79,500,0.389623468
79,1000,0.370498543
79,2000,0.333373689
79,4000,0.308436287
79,10000,0.265498956
79,150000,0.145382508
80,0,0.480262541
80,40,0.387940503
80,70,0.385925703
80,100,0.382811922
80,500,0.343798075
80,1000,0.323833243
80,2000,0.288482669
80,4000,0.266869364
80,10000,0.227122863
80,150000,0.139147479
81,0,0.449892153
81,40,0.413815567
81,70,0.402172687
81,100,0.399015296
81,500,0.369217418
81,1000,0.349286387
81,2000,0.313173726
81,4000,0.293637369
81,10000,0.262063458
81,150000,0.184837133
82,0,0.455704
82,40,0.362823337
82,70,0.362468324
82,100,0.362468324
82,500,0.362468324
82,1000,0.361403285
82,2000,0.334777306
82,4000,0.320576784
82,10000,0.297323429
82,150000,0.265527573
83,0,0.452918
83,40,0.352778384
83,70,0.352067854
83,100,0.352067854
83,500,0.352067854
83,1000,0.352067854
83,2000,0.367521892
83,4000,0.358284996
83,10000,0.337679612
83,150000,0.299755047
84,0,0.462741204
84,40,0.414040403
84,70,0.410317018
84,100,0.40975851
84,500,0.376992723
84,1000,0.353721567
84,2000,0.31592921
84,4000,0.288934669
84,10000,0.243323204
84,150000,0.145706093
85,0,0.445961085
85,40,0.357772522
85,70,0.353603946
85,100,0.351791522
85,500,0.308655828
85,1000,0.293068981
85,2000,0.265338892
85,4000,0.241777378
85,10000,0.20063535
85,150000,0.143236114
86,0,0.427537316
86,40,0.340824422
86,70,0.337279706
86,100,0.333557754
86,500,0.289780515
86,1000,0.274361001
86,2000,0.248661812
86,4000,0.231292704
86,10000,0.200630913
86,150000,0.155873338
87,0,0.347554
87,40,0.296983998
87,70,0.296983998
87,100,0.296983998
87,500,0.288854874
87,1000,0.282170928
87,2000,0.25814485
87,4000,0.243512427
87,10000,0.21876376
87,150000,0.178956093
88,0,0.358081379
88,40,0.300549649
88,70,0.300549649
88,100,0.300549649
88,500,0.293314194
88,1000,0.281997201
88,2000,0.246190978
88,4000,0.225041188
88,10000,0.196284894
88,150000,0.151164091
89,0,0.362468761
89,40,0.334792866
89,70,0.334212971
89,100,0.333439777
89,500,0.323001663
89,1000,0.305991401
89,2000,0.254574021
89,4000,0.230025122
89,10000,0.200257165
89,150000,0.156589294
90,0,0.47114
90,40,0.387068981
90,70,0.37423336
90,100,0.372233004
90,500,0.340393996
90,1000,0.326058108
90,2000,0.303720794
90,4000,0.286217675
90,10000,0.262213397
90,150000,0.141665872
91,0,0.41747567
91,40,0.398802941
91,70,0.396586343
91,100,0.396586343
91,500,0.376821676
91,1000,0.364815103
91,2000,0.345604586
91,4000,0.329903683
91,10000,0.293145098
91,150000,0.167273053
92,0,0.391675453
92,40,0.320806568
92,70,0.320459187
92,100,0.320459187
92,500,0.311253584
92,1000,0.302742744
92,2000,0.283636776
92,4000,0.26505188
92,10000,0.231876973
92,150000,0.148540443
93,0,0.427498211
93,40,0.385926703
93,70,0.384954595
93,100,0.384954595
93,500,0.355402525
93,1000,0.339654383
93,2000,0.311657685
93,4000,0.296687228
93,10000,0.270051481
93,150000,0.219345355
94,0,0.384710581
94,40,0.362395435
94,70,0.362395435
94,100,0.362395435
94,500,0.349009835
94,1000,0.338380094
94,2000,0.303931859
94,4000,0.284640847
94,10000,0.257475953
94,150000,0.181184734
95,0,0.417937942
95,40,0.369910867
95,70,0.368300809
95,100,0.368099552
95,500,0.338917247
95,1000,0.317382719
95,2000,0.264653314
95,4000,0.235068495
95,10000,0.204477389
95,150000,0.166530968
96,0,0.521524123
96,40,0.430418521
96,70,0.428283773
96,100,0.426682713
96,500,0.408003669
96,1000,0.392704644
96,2000,0.369756105
96,4000,0.354990766
96,10000,0.310516854
96,150000,0.151356852
97,0,0.520207867
97,40,0.422830382
97,70,0.4191665
97,100,0.417700946
97,500,0.387107526
97,1000,0.367322559
97,2000,0.335080392
97,4000,0.310532378
97,10000,0.261802738
97,150000,0.139163247
98,0,0.484305369
98,40,0.440363511
98,70,0.434291693
98,100,0.431353717
98,500,0.386500608
98,1000,0.365543042
98,2000,0.330874919
98,4000,0.306783511
98,10000,0.258404831
98,150000,0.138928393
99,0,0.410364361
99,40,0.367651394
99,70,0.367651394
99,100,0.367651394
99,500,0.346967772
99,1000,0.330114449
99,2000,0.304259921
99,4000,0.287406599
99,10000,0.246230868
99,150000,0.153063271
100,0,0.392324036
100,40,0.336459261
100,70,0.335909491
100,100,0.335909491
100,500,0.325647117
100,1000,0.314651717
100,2000,0.299624669
100,4000,0.289545552
100,10000,0.264072873
100,150000,0.190098875
101,0,0.410636484
101,40,0.403751371
101,70,0.398513892
101,100,0.39482826
101,500,0.366507082
101,1000,0.349242802
101,2000,0.324607256
101,4000,0.309670745
101,10000,0.280573644
101,150000,0.208143163
102,0,0.557861302
102,40,0.473321485
102,70,0.471584525
102,100,0.466026255
102,500,0.432502935
102,1000,0.41808617
102,2000,0.392205473
102,4000,0.375878053
102,10000,0.343396909
102,150000,0.138294049
103,0,0.524519304
103,40,0.48061613
103,70,0.469671957
103,100,0.468002507
103,500,0.409571754
103,1000,0.388054398
103,2000,0.354665396
103,4000,0.330736611
103,10000,0.282693548
103,150000,0.136424988
104,0,0.562134032
104,40,0.522438743
104,70,0.518277543
104,100,0.503921401
104,500,0.395938243
104,1000,0.368890439
104,2000,0.328318732
104,4000,0.303143468
104,10000,0.24904786
104,150000,0.138677901
105,0,0.453934
105,40,0.359681995
105,70,0.358452012
105,100,0.358100589
105,500,0.330865264
105,1000,0.313294087
105,2000,0.288518728
105,4000,0.27288038
105,10000,0.229655284
105,150000,0.138501449
106,0,0.421392988
106,40,0.370744151
106,70,0.370365454
106,100,0.369229364
106,500,0.334010563
106,1000,0.316211814
106,2000,0.294247401
106,4000,0.2825078
106,10000,0.252969451
106,150000,0.171937748
107,0,0.392236953
107,40,0.368544908
107,70,0.368544908
107,100,0.368544908
107,500,0.34581441
107,1000,0.332214967
107,2000,0.314341413
107,4000,0.303267581
107,10000,0.27820575
107,150000,0.220899913
108,0,0.473124926
108,40,0.470335403
108,70,0.466323607
108,100,0.464222189
108,500,0.424486298
108,1000,0.405382504
108,2000,0.375580586
108,4000,0.357814058
108,10000,0.311200801
108,150000,0.146369174
109,0,0.445567393
109,40,0.426889021
109,70,0.425406124
109,100,0.424479313
109,500,0.407982082
109,1000,0.396304267
109,2000,0.372021826
109,4000,0.352558801
109,10000,0.304550005
109,150000,0.150713109
110,0,0.418938244
110,40,0.364835397
110,70,0.362786806
110,100,0.361855628
110,500,0.332057944
110,1000,0.316041689
110,2000,0.289596244
110,4000,0.270972691
110,10000,0.230745817
110,150000,0.153867792
111,0,0.387037033
111,40,0.336454868
111,70,0.335353543
111,100,0.33480288
111,500,0.317548785
111,1000,0.30690264
111,2000,0.288547219
111,4000,0.276065533
111,10000,0.248165293
111,150000,0.185773583
112,0,0.375985076
112,40,0.315456041
112,70,0.314904223
112,100,0.314904223
112,500,0.308282405
112,1000,0.301844527
112,2000,0.282898771
112,4000,0.270390893
112,10000,0.243903622
112,150000,0.197549007
113,0,0.367049179
113,40,0.319645573
113,70,0.319645573
113,100,0.319645573
113,500,0.314969658
113,1000,0.310667816
113,2000,0.297388216
113,4000,0.289345642
113,10000,0.272512346
113,150000,0.187955028
114,0,0.48005721
114,40,0.392248483
114,70,0.388968381
114,100,0.386551463
114,500,0.371359409
114,1000,0.359965368
114,2000,0.338040471
114,4000,0.326301157
114,10000,0.301786705
114,150000,0.147213985
115,0,0.438662018
115,40,0.427806544
115,70,0.421684363
115,100,0.418623272
115,500,0.393943229
115,1000,0.381698866
115,2000,0.362949687
115,4000,0.353575097
115,10000,0.338269644
115,150000,0.160066082
116,0,0.411370065
116,40,0.391962848
116,70,0.385394718
116,100,0.382883374
116,500,0.34927
116,1000,0.333236034
116,2000,0.309088495
116,4000,0.294020431
116,10000,0.261566139
116,150000,0.184922094
117,0,0.385683
117,40,0.336537366
117,70,0.335622365
117,100,0.334524364
117,500,0.323361352
117,1000,0.313845341
117,2000,0.29444732
117,4000,0.284382309
117,10000,0.261507284
117,150000,0.211698088
118,0,0.38509404
118,40,0.329963458
118,70,0.329963458
118,100,0.329963458
118,500,0.323184642
118,1000,0.316405826
118,2000,0.301199292
118,4000,0.28910735
118,10000,0.261625663
118,150000,0.24567182
119,0,0.366818687
119,40,0.313299165
119,70,0.313299165
119,100,0.313299165
119,500,0.313299165
119,1000,0.313299165
119,2000,0.302128875
119,4000,0.294071617
119,10000,0.272829754
119,150000,0.2412489
120,0,0.470156113
120,40,0.449340524
120,70,0.438445599
120,100,0.438257755
120,500,0.41834634
120,1000,0.403882388
120,2000,0.391860402
120,4000,0.377772136
120,10000,0.340954803
120,150000,0.205192296
121,0,0.430418995
121,40,0.358163462
121,70,0.354891567
121,100,0.354891567
121,500,0.336714371
121,1000,0.323808563
121,2000,0.313992877
121,4000,0.301450612
121,10000,0.269822292
121,150000,0.19994993
122,0,0.438838572
122,40,0.377993667
122,70,0.377993667
122,100,0.377993667
122,500,0.347407156
122,1000,0.335172551
122,2000,0.327572266
122,4000,0.31385468
122,10000,0.273258037
122,150000,0.194251176
123,0,0.41580917
123,40,0.350994835
123,70,0.350994835
123,100,0.350809476
123,500,0.330234684
123,1000,0.319854609
123,2000,0.311884194
123,4000,0.299835892
123,10000,0.267212798
123,150000,0.206504299
124,0,0.391453
124,40,0.335389027
124,70,0.335206869
124,100,0.335206869
124,500,0.321362873
124,1000,0.311708507
124,2000,0.304968667
124,4000,0.295496459
124,10000,0.268172782
124,150000,0.213704736
125,0,0.426690875
125,40,0.387437113
125,70,0.376176043
125,100,0.366228764
125,500,0.33601156
125,1000,0.323624383
125,2000,0.314615527
125,4000,0.302791403
125,10000,0.276703258
125,150000,0.244349098
126,0,0.504827622
126,40,0.412993037
126,70,0.410232734
126,100,0.409197621
126,500,0.394360994
126,1000,0.383319783
126,2000,0.369000713
126,4000,0.353301491
126,10000,0.318107632
126,150000,0.188365316
127,0,0.455043565
127,40,0.394242615
127,70,0.39164256
127,100,0.389042505
127,500,0.347998781
127,1000,0.333141324
127,2000,0.319583895
127,4000,0.306955056
127,10000,0.279283043
127,150000,0.187436521
128,0,0.47198481
128,40,0.3830094
128,70,0.37937312
128,100,0.377191352
128,500,0.335555943
128,1000,0.322647148
128,2000,0.313920075
128,4000,0.30282942
128,10000,0.270466526
128,150000,0.184965673
129,0,0.460499284
129,40,0.411467899
129,70,0.403150834
129,100,0.401638641
129,500,0.349656983
129,1000,0.333589925
129,2000,0.323571642
129,4000,0.307693608
129,10000,0.270266815
129,150000,0.18881889
130,0,0.452567016
130,40,0.382287789
130,70,0.379093759
130,100,0.379093759
130,500,0.341516938
130,1000,0.324795253
130,2000,0.313146438
130,4000,0.296612637
130,10000,0.2592237
130,150000,0.173681492
131,0,0.409478504
131,40,0.341298849
131,70,0.338306967
131,100,0.33774599
131,500,0.316054851
131,1000,0.301656423
131,2000,0.293428749
131,4000,0.282396187
131,10000,0.25285136
131,150000,0.18452659
132,0,0.556523874
132,40,0.513448816
132,70,0.497426787
132,100,0.49590088
132,500,0.452031038
132,1000,0.431240547
132,2000,0.408542672
132,4000,0.388324397
132,10000,0.336634279
132,150000,0.159317932
133,0,0.506526158
133,40,0.485354599
133,70,0.47510049
133,100,0.473720129
133,500,0.425604693
133,1000,0.395631143
133,2000,0.370193064
133,4000,0.339627931
133,10000,0.271793054
133,150000,0.145590561
134,0,0.475917325
