Ψ[mm] Year,Month,Day,Hour,Minute,Second Znode[mm,-5.0,-15.0,-25.0,-35.0,-45.0,-55.0,-65.0,-75.0,-85.0,-95.0,-105.0,-115.0,-125.0,-135.0,-145.0,-155.0,-165.0,-175.0,-185.0,-195.0,-205.0,-215.0,-225.0,-235.0,-245.0,-255.0,-265.0,-275.0,-285.0,-295.0,-305.0,-315.0,-325.0,-335.0,-345.0,-355.0,-365.0,-375.0,-385.0,-395.0,-405.0,-415.0,-425.0,-435.0,-445.0,-455.0,-465.0,-475.0,-485.0,-495.0,-505.0,-515.0,-525.0,-535.0,-545.0,-555.0,-565.0,-575.0,-585.0,-595.0,-605.0,-615.0,-625.0,-635.0,-645.0,-655.0,-665.0,-675.0,-685.0,-695.0,-705.0,-715.0,-725.0,-735.0,-745.0,-755.0,-765.0,-775.0,-785.0,-795.0,-805.0,-815.0,-825.0,-835.0,-845.0,-855.0,-865.0,-875.0,-885.0,-895.0,-905.0,-915.0,-925.0,-935.0,-945.0,-955.0,-965.0,-975.0,-985.0,-995.0
1.0,1.0,1.0,12.0,0.0,0.0,-751.3484538025963,-754.1280158084992,-757.078958657049,-760.2117322378784,-763.537601495528,-767.0687303298973,-770.8182763991927,-774.8004985489881,-779.0308789141792,-783.5262621344016,-788.3050146055883,-793.3872072833722,-798.7948262875318,-804.5520164687563,-810.685364239834,-817.2242274089895,-824.2011215712939,-831.652174932706,-839.6176664192192,-848.1426657776146,-857.2777994029292,-867.0801722452037,-877.6144849371564,-888.9543970721361,-901.1842035376139,-914.4009127061224,-928.7168456604988,-944.2629183172014,-961.192829146245,-979.6884632094868,-999.9669527149301,-1022.2900281795113,-1046.9765903948291,-1074.4198953525085,-1105.1114820321718,-1139.6751812587117,-1178.9165769231936,-1223.8968119811984,-1276.0459365043055,-1337.342750524854,-1410.6108970189707,-1500.0265670565082,-1612.0279615757313,-1757.0429006460563,-1953.01624827235,-2232.616723756746,-2658.5331895207473,-3367.429977385833,-4609.7284154730005,-5937.6478743928965,-6884.857327836355,-8493.017150775893,-9882.537262964936,-9997.715458115958,-9999.958815963235,-9999.999258616179,-9999.999986654146,-9999.999999759748,-9999.999999995664,-9999.999999999922,-10000.0,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993,-9999.999999999993
1.0,1.0,1.0,13.0,0.0,0.0,-751.2173172809494,-753.7250091443742,-756.3839292191556,-759.202957492743,-762.1916317255509,-765.3602114849746,-768.7197500424082,-772.2821753067655,-776.0603811753688,-780.0683309332805,-784.3211746348694,-788.8353827697505,-793.6288989650913,-798.7213150286836,-804.1340723189269,-809.8906942735358,-816.0170559842397,-822.5416980292322,-829.4961934484204,-836.9155788739015,-844.8388635522065,-853.3096335089278,-862.3767726753363,-872.0953287868625,-882.5275597874926,-893.744207056033,-905.8260560450747,-918.8658643900034,-932.9707644010463,-948.265284366259,-964.8951862053619,-983.0323933044011,-1002.8813936702229,-1024.6876687186875,-1048.7489476584724,-1075.4304723524738,-1105.18606404606,-1138.5877619115672,-1176.3684237230918,-1219.484439529253,-1269.2105597627813,-1327.2876526988357,-1396.1608352326002,-1479.3781952104155,-1582.2873024185628,-1713.3068589407812,-1886.3835658750713,-2126.114591185511,-2478.4960577475413,-3033.7033779029134,-3991.028513722198,-5707.558236924218,-7348.172169357298,-8049.8042333500925,-9125.231612438092,-9942.827575312553,-9998.895255320944,-9999.97982725275,-9999.999632033943,-9999.999993288171,-9999.99999987759,-9999.999999997757,-9999.99999999996,-9999.99999999999,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004,-10000.000000000004
1.0,1.0,1.0,14.0,0.0,0.0,-751.1021278108772,-753.3712726438747,-755.774538513525,-758.3195341185823,-761.0144051118249,-763.8678836598216,-766.8893437672111,-770.0888631794143,-773.477292813816,-777.0663348316363,-780.8686306574715,-784.8978604874727,-789.1688561101171,-793.6977292068558,-798.5020177183928,-803.6008533750467,-809.0151541207298,-814.7678459409476,-820.8841195769916,-827.3917288244761,-834.3213386456414,-841.7069332652127,-849.5862968952961,-858.0015829162353,-866.9999914597973,-876.634580718159,-886.9652443813817,-898.059897011096,-909.9959217750061,-922.8619520687241,-936.7600819903489,-951.8086331413565,-968.1456508917486,-985.9333682781248,-1005.3639696930381,-1026.6671245556342,-1050.1199674008528,-1076.0605148375928,-1104.9059977684074,-1137.1783625076755,-1173.5404563541915,-1214.8485223532089,-1262.2302567286151,-1317.2041257434566,-1381.8674764895507,-1459.2035560238487,-1553.6025704653225,-1671.7853543541864,-1824.5163714147443,-2029.9620329945674,-2320.8039911971073,-2759.4372294537225,-3470.262761501461,-4730.919471930065,-6996.28809573008,-8805.220785136764,-9198.264474162796,-9689.989757333671,-9984.747960153041,-9999.70871425044,-9999.994624351157,-9999.999900856623,-9999.999998171523,-9999.999999966274,-9999.999999999396,-9999.999999999995,-10000.000000000005,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013
1.0,1.0,1.0,15.0,0.0,0.0,-751.0016590338297,-753.0629650325044,-755.2439749640549,-757.5512763611777,-759.9919018170789,-762.5733681199281,-765.3037197213705,-768.1915771214044,-771.2461908445736,-774.4775017918048,-777.8962088825735,-781.5138450572008,-785.342862895041,-789.3967313277257,-793.6900451961844,-798.2386497269706,-803.0597824012665,-808.1722351764984,-813.5965406187547,-819.3551862432198,-825.4728622781311,-831.9767492150145,-838.8968529500355,-846.2663971456114,-854.1222847646072,-862.5056437090079,-871.462475345295,-881.0444297138772,-891.3097378078139,-902.3243400383913,-914.1632616911511,-926.9123019766866,-940.6701248803561,-955.5508698926828,-971.687442557395,-989.2357042153824,-1008.3798659957442,-1029.3395175778417,-1052.3789082333606,-1077.8193816383332,-1106.056306250629,-1137.5825413675525,-1173.0216143825057,-1213.175681982187,-1259.0966148331859,-1312.1943602378033,-1374.407485006046,-1448.4814565849165,-1538.4413294521146,-1650.4333817974139,-1794.3143052746263,-1986.7706968123493,-2257.669872358405,-2665.2866662590895,-3316.6680765750716,-4255.968751597,-5750.173496775889,-8352.383736064025,-9918.93311919214,-9998.451769175721,-9999.97142754243,-9999.99947303643,-9999.999990281312,-9999.99999982074,-9999.999999996726,-9999.999999999942,-9999.999999999998,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013,-10000.000000000013
1.0,1.0,1.0,16.0,0.0,0.0,-750.9153004516672,-752.7981431471653,-754.7887152713844,-756.8927959254819,-759.1165404128581,-761.4665119726993,-763.9497168850647,-766.5736433822171,-769.346304867193,-772.276288018531,-775.3728064521038,-778.6457607201049,-782.1058055567423,-785.7644254348824,-789.6340196830299,-793.7279986346392,-798.0608925505699,-802.6484753814482,-807.507905833616,-812.6578886883657,-818.1188599217577,-823.9131999112857,-830.0654799345639,-836.6027483140638,-843.5548640077162,-850.9548872758032,-858.8395393888006,-867.2497463384477,-876.2312853936223,-885.8355584039246,-896.1205224145131,-907.1518170026209,-919.0041396128586,-931.7629362545147,-945.5264969775603,-960.4085761483113,-976.5417005751294,-994.0813898947829,-1013.2116024785914,-1034.151850920951,-1057.166627251502,-1082.578077784041,-1110.7833357872305,-1142.2786690957366,-1177.69382898044,-1217.8420622251786,-1263.7948645789413,-1316.9970729006377,-1379.4500942949576,-1454.014917931367,-1544.9352301460067,-1658.7831242574803,-1806.2652151259508,-2005.9367605451353,-2291.988961302277,-2730.6665168266445,-3463.9045408791426,-4699.547509648837,-5873.43577233344,-7127.3740824788765,-9130.277752094027,-9969.232609425047,-9999.416932870916,-9999.989140727337,-9999.999797818573,-9999.99999623574,-9999.999999929893,-9999.9999999987,-9999.999999999976,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002
1.0,1.0,1.0,17.0,0.0,0.0,-750.8375430588463,-752.559802408333,-754.3792450038218,-756.3009597942357,-758.3303552453468,-760.473185194716,-762.7355773401007,-765.1240646867169,-767.6456203262928,-770.3076959763022,-773.1182647729676,-776.0858688881739,-779.2196726307793,-782.5295217999286,-786.0260101849847,-789.7205542584135,-793.625477289337,-797.7541043235741,-802.1208697390464,-806.7414394043049,-811.6328498559778,-816.8136673856745,-822.3041705101939,-828.1265600197326,-834.3052016941795,-840.8669078962223,-847.8412656562039,-855.2610206425047,-863.1625286766399,-871.5862893581777,-880.5775801201654,-890.1872139285474,-900.4724502680431,-911.4980975814335,-923.3378567419693,-936.0759705774957,-949.8092655825288,-964.6497011855569,-980.727582920697,-998.1956541073195,-1017.2343646895987,-1038.0587391226977,-1060.9274490723408,-1086.154976335938,-1114.1281855829902,-1145.3293161160077,-1180.3685246184186,-1220.0309892022747,-1265.346822483183,-1317.6978065098604,-1378.9856001082244,-1451.9064717704546,-1540.4185337107856,-1650.5732680499814,-1792.0676498547882,-1981.3113194274438,-2247.974098983612,-2649.005646510037,-3298.7583078838543,-4447.827876218718,-6313.566706130383,-7465.906093557089,-8398.351917128908,-9674.996771909338,-9991.475618356048,-9999.838970089086,-9999.996980535832,-9999.999943390058,-9999.999998938669,-9999.999999980124,-9999.999999999638,-10000.000000000013,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998,-9999.999999999998
1.0,1.0,1.0,18.0,0.0,0.0,-750.7674488147861,-752.3450424458434,-754.0105176359572,-755.7683734913496,-757.6233819911646,-759.5806091867602,-761.6454384719243,-763.823596169319,-766.1211797127646,-768.5446887447914,-771.1010594953324,-773.7977028616705,-776.6425466732416,-779.6440826996904,-782.8114190485298,-786.1543387030233,-789.6833650745252,-793.4098355908568,-797.3459845184549,-801.5050364274772,-805.9013119639189,-810.5503479012866,-815.469033819362,-820.6757682157231,-826.1906374178312,-832.0356213570901,-838.2348311264209,-844.8147843157585,-851.8047254659125,-859.2370006806007,-867.1474975962246,-875.5761646727261,-884.5676273321047,-894.1719231008537,-904.4453839782204,-915.4517022693935,-927.2632268195914,-939.9625510009247,-953.6444734413573,-968.4184395442733,-984.4116095958524,-1001.7727526211563,-1020.6772416747364,-1041.33353769835,-1063.9917141217848,-1088.9548232768338,-1116.5942885251293,-1147.3711076545303,-1181.8656211378188,-1220.8201969321062,-1265.2018969480728,-1316.2969417171703,-1375.85739514707,-1446.3366578922291,-1531.2819590235235,-1636.0167143928556,-1768.8840777278956,-1943.6263524232409,-2184.217078658209,-2535.45774972628,-3085.8280592075316,-4018.0790524494732,-5725.255995846906,-8141.694352170351,-8954.416825730514,-9428.839051924479,-9931.361532438028,-9998.489800344674,-9999.971274143008,-9999.999455221365,-9999.999989669022,-9999.999999804082,-9999.999999996286,-9999.999999999956,-10000.000000000025,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002
1.0,1.0,1.0,19.0,0.0,0.0,-750.7047938052716,-752.1531591030257,-753.6812781028524,-755.2931513595812,-756.9930144557749,-758.7853555779446,-760.6749347438365,-762.6668048688174,-764.766334884663,-766.9792351531993,-769.3115854510863,-771.7698658412988,-774.3609907925181,-777.0923469611479,-779.9718351130907,-783.0079167359778,-786.2096659790732,-789.5868276604748,-793.1498822026833,-796.9101185022217,-800.8797159118108,-805.0718367209475,-809.5007307704216,-814.1818541384362,-819.1320042029462,-824.3694738327924,-829.914228009567,-835.7881068593422,-842.0150599126154,-848.6214174566048,-855.6362061551008,-863.0915177646216,-871.0229418752165,-879.4700762883741,-888.4771321014006,-898.0936550543015,-908.3753905668559,-919.3853276453647,-931.1949671688201,-943.8858739688336,-957.5515910347583,-972.3000202085203,-988.2564100043822,-1005.5671423984411,-1024.4045837787912,-1044.9733719437797,-1067.5186688866274,-1092.33714696399,-1119.7918417251044,-1150.3325793417414,-1184.5246116843748,-1223.0896213515052,-1266.9658619080046,-1317.3987739965169,-1376.0817508698688,-1445.382522163779,-1528.721861864985,-1631.2354442732567,-1760.9913209035649,-1931.3717668249647,-2165.8806955772234,-2508.3558134568593,-3045.939154413958,-3889.488496619553,-5111.350482828813,-7292.119275322395,-9674.448336273497,-9992.837054223362,-9999.863751822753,-9999.997416085745,-9999.99995099949,-9999.999999070757,-9999.999999982385,-9999.999999999702,-10000.000000000035,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002,-10000.000000000002
1.0,1.0,1.0,20.0,0.0,0.0,-750.6498331245588,-751.9849161364195,-753.3927923757891,-754.8770502453776,-756.4414832379929,-758.0901047719697,-759.8271643737257,-761.6571653558154,-763.5848841581065,-765.6153915418668,-767.7540758521613,-770.0066685934421,-772.379272597484,-774.8783931026405,-777.5109721096898,-780.2844264337151,-783.2066899349825,-786.2862604863184,-789.532252322514,-792.9544545213821,-796.5633964896376,-800.3704214740927,-804.387769294731,-808.6286697077159,-813.1074480613598,-817.8396452167204,-822.8421540800133,-828.1333755526877,-833.7333972684069,-839.6641991814543,-845.9498909339457,-852.61698700621,-859.6947270069293,-867.2154501683713,-875.2150352857934,-883.7334201249414,-892.8152179165319,-902.5104532342255,-912.875445690999,-923.9738780174315,-935.8780959538034,-948.6707020704243,-962.4465256869283,-977.3150787853289,-993.4036466298758,-1010.8612169142999,-1029.863530669331,-1050.6196544716308,-1073.380646876056,-1098.4511554746227,-1126.20518990663,-1157.1079655897506,-1191.7467708338943,-1230.8755818564382,-1275.481210198908,-1326.8842327564153,-1386.8980835747052,-1458.0892253417073,-1544.2207868856822,-1651.0454170543471,-1787.7942166184794,-1970.149608087484,-2226.604764010008,-2611.8457067489,-3237.585152994223,-4324.0807142730555,-5702.49030585475,-6822.590594066423,-8628.26357524383,-9915.184941334592,-9998.299061710251,-9999.967554686637,-9999.999381711881,-9999.999988217953,-9999.999999775502,-9999.999999995716,-9999.999999999925,-10000.000000000005,-9999.999999999989,-9999.999999999989,-9999.999999999989,-9999.999999999989,-9999.999999999989,-9999.999999999989,-9999.999999999989,-9999.999999999989,-9999.999999999989,-9999.999999999989,-9999.999999999989,-9999.999999999989,-9999.999999999989,-9999.999999999989,-9999.999999999989,-9999.999999999989,-9999.999999999989,-9999.999999999989,-9999.999999999989,-9999.999999999989,-9999.999999999989,-9999.999999999989
