Id,WofBest,NseBest,CccBest,WilmotBest,Efficiency,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,iNonConverge,ΔRunTimeHypix
1.0,0.0,0.950313017887169,0.9625795558408268,0.9325153713851513,57.0,1.8900867658544485e-5,1.5072391108170617e-6,3588.0,0.0,1182.159385635341,2.120637044529863,2.0,8.524
