Id,WofBest,NseBest,CccBest,WilmotBest,Efficiency,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,iNonConverge,ΔRunTimeHypix
1.0,5.0e-324,0.9506800667369834,0.9626586753080377,0.9326709771779188,605.0,-1.0438874653573293e-5,-1.437342114108263e-5,3494.0,0.0,5.1355038579538865,2.1205296824333564,0.0,131.806
