∑T[mm],ΔT[mm],∑Pr[mm/ΔT],ΔPr[mm/ΔT],Hpond[mm],Recharge[mm/ΔT],∑WaterBalance_η[mm]
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1529.1362449890485,1529.1362449890485,5.0684297352707715,5.0684297352707715,0.0,5.0684297352707715,0.0
2891.8421295103544,1362.7058845213062,7.771989591443581,2.7035598561728094,0.0,2.7035598561728094,0.0
4329.1214936140605,1437.2793641037063,9.995159814860202,2.2231702234166204,0.0,2.2231702234166204,0.0
6326.708123868662,1997.5866302546021,12.565966859314694,2.570807044454492,0.0,2.570807044454492,0.0
8608.46054163162,2281.7524177629584,15.12625035596687,2.5602834966521777,0.0,2.5602834966521777,0.0
11076.132000131503,2467.6714584998826,17.615385114081548,2.489134758114678,0.0,2.489134758114678,0.0
13694.223783967667,2618.0917838361643,20.04003409143309,2.42464897735154,0.0,2.42464897735154,0.0
16395.217935302615,2700.994151334947,22.37416079761559,2.3341267061825035,0.0,2.3341267061825035,0.0
19247.935775844046,2852.717840541432,24.6990004681483,2.324839670532709,0.0,2.324839670532709,0.0
22170.09191153521,2922.156135691167,26.965783401659156,2.266782933510858,0.0,2.266782933510858,0.0
23686.896097623037,1516.8041860878259,28.114847539122753,1.1490641374635964,0.0,1.1490641374635964,0.0
26732.308461069646,3045.4123634466087,30.33309307983464,2.218245540711888,0.0,2.218245540711888,0.0
29800.541652300708,3068.2331912310606,32.49403462204152,2.160941542206881,0.0,2.160941542206881,0.0
31378.413196462043,1577.8715441613365,33.58747525065408,1.0934406286125595,0.0,1.0934406286125595,0.0
34519.156752061,3140.7435555989505,35.70472068671413,2.117245436060052,0.0,2.117245436060052,0.0
37710.25646840999,3191.0997163489988,37.80393827505113,2.0992175883369977,0.0,2.0992175883369977,0.0
40906.46628033651,3196.2098119265233,39.861619355585844,2.0576810805347145,0.0,2.0576810805347145,0.0
44125.2415827851,3218.7753024485864,41.89421732502944,2.032597969443591,0.0,2.032597969443591,-1.6028173002557243e-7
47373.26145127493,3248.0198684898246,43.90991554539268,2.015698220363241,0.0,2.015698220363241,-9.046691636612358e-8
50641.30339936847,3268.0419480935466,45.906430834310015,1.9965152889173368,0.0,1.9965152889173368,-5.881698499449638e-8
53927.423305816905,3286.1199064484335,47.885617372933446,1.9791865386234273,0.0,1.9791865386234273,-4.391296144985144e-8
57229.62217832866,3302.198872511759,49.84892778381522,1.9633104108817765,0.0,1.9633104108817765,-3.527096057499208e-8
60546.09661354584,3316.4744352171797,51.79762591271873,1.9486981289035055,0.0,1.9486981289035055,-2.949024360152098e-8
63875.39303908033,3329.296425534491,53.73291976177701,1.9352938490582856,0.0,1.9352938490582856,-2.534071121491035e-8
67212.22662781543,3336.8335887350986,55.653607425228394,1.9206876634513808,0.0,1.9206876634513808,-2.255531768179093e-8
70561.51930563682,3349.2926778213887,57.56414334123775,1.9105359160093578,0.0,1.9105359160093578,-2.0275512691575113e-8
73926.65319246375,3365.133886826932,59.46783590035804,1.903692559120288,0.0,1.903692559120288,-1.82452468433874e-8
77306.16612413821,3379.512931674457,61.36508293533566,1.8972470349776187,0.0,1.8972470349776187,-8.224925844952135e-9
80690.87653943586,3384.710415297648,63.25190023569893,1.8868173003632764,0.0,1.8868173003632764,-7.660845206491381e-9
84080.11602215758,3389.2394827217195,65.12899925358715,1.8770990178882145,0.0,1.8770990178882145,-1.1998769424407241e-8
87473.94694212332,3393.830919965745,66.997387080504,1.8683878269168495,0.0,1.8683878269168495,-1.278125530382162e-8
90865.714174552,3391.767232428681,68.85431251720196,1.8569254366979686,0.0,1.8569254366979686,-1.2128180076529067e-8
94269.57375602951,3403.8595814775003,70.70828889483208,1.8539763776301197,0.0,1.8539763776301197,-1.209552820643386e-8
97674.72071140142,3405.146955371908,72.55413969377155,1.8458507989394686,0.0,1.8458507989394686,3.333413329045525e-8
101079.59690459774,3404.876193196319,74.39169633609087,1.8375566423193328,0.0,1.8375566423193328,3.1526675713115656e-8
104480.55434439775,3400.957439800008,76.21962219933187,1.8279258632409883,0.0,1.8279258632409883,2.997450483916861e-8
107890.01283677248,3409.458492374735,78.04512489728644,1.8255026979545743,0.0,1.8255026979545743,2.8524714866830467e-8
111305.46607433092,3415.4532375584376,79.86733448457312,1.8222095872866768,0.0,1.8222095872866768,1.7404558672648895e-8
114716.88201463986,3411.4159403089425,81.68137029568277,1.8140358111096404,0.0,1.8140358111096404,1.6394218597788362e-8
118127.33509555436,3410.4530809144876,83.48930522983824,1.8079349341554742,0.0,1.8079349341554742,5.187739018641342e-8
121549.61835989986,3422.283264345499,85.29827974028794,1.8089745104496961,0.0,1.8089745104496961,4.973414630046008e-8
124968.61878754738,3419.00042764752,87.10065965091617,1.802379910628238,0.0,1.802379910628238,4.694838194378329e-8
128384.12807090445,3415.509283357074,88.89668200744543,1.7960223565292646,0.0,1.7960223565292646,6.613630797768388e-8
131807.61707658682,3423.4890056823783,90.69267032728509,1.7959883198396467,0.0,1.7959883198396467,6.378045851602564e-8
135228.1472002664,3420.530123679578,92.48316703806863,1.7904967107835457,0.0,1.7904967107835457,6.04677820503656e-8
138661.16314413206,3433.015943865668,94.27649594043363,1.793328902365005,0.0,1.793328902365005,5.995918309133476e-8
142129.67658884721,3468.5134447151427,96.0848391669503,1.8083432265166763,0.0,1.8083432265166763,5.771126823130688e-8
145623.22809102703,3493.551502179828,97.9028921273232,1.818052960372899,0.0,1.818052960372899,1.9791116766875657e-8
149121.10284797312,3497.8747569460916,99.72005439499331,1.8171622676701116,0.0,1.8171622676701116,1.0493838682568002e-8
152634.27157929065,3513.1687313175316,101.54217677470824,1.8221223797149289,0.0,1.8221223797149289,-5.068922522731536e-9
156185.59210091553,3551.3205216248834,103.38118508014381,1.839008305435566,0.0,1.839008305435566,-7.397707393683861e-8
159783.55500332383,3597.962902408303,105.24147794460178,1.860292864457979,0.0,1.860292864457979,-4.098646884169281e-8
163383.55500332383,3600.0,107.10002278474899,1.8585448401471976,0.0,1.8585448401471976,-3.572555652734745e-8
166983.55500332383,3600.0,108.9558104812955,1.8557876965465077,0.0,1.8557876965465077,-2.327768064353491e-7
170583.55500332383,3600.0,110.80887526330254,1.8530647820070336,0.0,1.8530647820070336,-2.432886469102347e-7
174183.55500332383,3600.0,112.65925727266577,1.850382009363231,0.0,1.850382009363231,-2.3849940505750145e-7
177783.55500332383,3600.0,114.50701445756505,1.8477571848992829,0.0,1.8477571848992829,-2.3270884552709406e-7
181383.55500332383,3600.0,116.3522291304157,1.8452146728506518,0.0,1.8452146728506518,-2.555305727610665e-7
184983.55500332383,3600.0,118.19500939168974,1.8427802612740387,0.0,1.8427802612740387,-2.546083584235528e-7
188583.55500332383,3600.0,120.0354865861052,1.8404771944154572,0.0,1.8404771944154572,1.2905150695876637e-6
192183.55500332383,3600.0,121.87381031114937,1.8383237250441766,0.0,1.8383237250441766,1.39006424519661e-6
195783.55500332383,3600.0,123.71014232651002,1.8363320153606526,0.0,1.8363320153606526,1.1963201921977456e-6
199383.55500332383,3600.0,125.54465044805987,1.8345081215498487,0.0,1.8345081215498487,9.380578191154131e-7
202983.55500332383,3600.0,127.37750308713579,1.83285263907593,0.0,1.83285263907593,7.097215821043463e-7
206583.55500332383,3600.0,129.20886477971794,1.8313616925821437,0.0,1.8313616925821437,5.333843167523603e-7
210183.55500332383,3600.0,131.03889280901032,1.8300280292923863,0.0,1.8300280292923863,4.0592397548801644e-7
213783.55500332383,3600.0,132.86773486925807,1.8288420602477642,0.0,1.8288420602477642,3.171168076527717e-7
217383.55500332383,3600.0,134.6955276341238,1.8277927648657233,0.0,1.8277927648657233,2.565187936604879e-7
220983.55500332383,3600.0,136.5223960595629,1.826868425439115,0.0,1.826868425439115,2.1559801862957477e-7
224583.55500332383,3600.0,138.34845325008783,1.8260571905249183,0.0,1.8260571905249183,1.8802332579837676e-7
228183.55500332383,3600.0,140.17380073402722,1.8253474839394064,0.0,1.8253474839394064,1.69336354201905e-7
231783.55500332383,3600.0,141.99852901788873,1.8247282838614902,0.0,1.8247282838614902,1.564970250768277e-7
235383.55500332383,3600.0,143.8227183160528,1.82418929816406,0.0,1.82418929816406,1.4747599371941956e-7
238983.55500332383,3600.0,145.64643937636495,1.8237210603121436,0.0,1.8237210603121436,1.4093839029561775e-7
242583.55500332383,3600.0,147.46975434317747,1.8233149668125301,0.0,1.8233149668125301,1.3601527157278564e-7
246183.55500332383,3600.0,149.29271761656062,1.822963273383148,0.0,1.822963273383148,1.3214517891820675e-7
249783.55500332383,3600.0,151.11537667990072,1.8226590633401025,0.0,1.8226590633401025,1.2896719999656425e-7
253383.55500332383,3600.0,152.93777287837412,1.8223961984733879,0.0,1.8223961984733879,1.2625008990421796e-7
256983.55500332383,3600.0,154.75994213836952,1.8221692599954098,0.0,1.8221692599954098,1.238459021668404e-7
260583.55500332383,3600.0,156.581915623369,1.8219734849994995,0.0,1.8219734849994995,1.2165994290852155e-7
264183.5550033238,3600.0,158.40372032556803,1.8218047021990142,0.0,1.8218047021990142,1.1963144700895057e-7
267783.5550033238,3600.0,160.22537959502787,1.82165926945984,0.0,1.82165926945984,1.1772120805749126e-7
271383.5550033238,3600.0,162.04691360973547,1.8215340147076087,0.0,1.8215340147076087,1.1590370454681737e-7
274983.5550033238,3600.0,163.8683397908564,1.8214261811209214,0.0,1.8214261811209214,1.1416209600757296e-7
278583.5550033238,3600.0,165.68967316790415,1.8213333770477533,0.0,1.8213333770477533,1.1248505589437589e-7
282183.5550033238,3600.0,167.510926698662,1.8212535307578395,0.0,1.8212535307578395,1.108647662267042e-7
285783.5550033238,3600.0,169.33211154859126,1.8211848499292744,0.0,1.8211848499292744,1.0929565403872254e-7
289383.5550033238,3600.0,171.15323733422449,1.8211257856332213,0.0,1.8211257856332213,1.0777359114851437e-7
292983.5550033238,3600.0,172.9743123347253,1.8210750005008203,0.0,1.8210750005008203,1.062953908214822e-7
296583.5550033238,3600.0,174.79534367544485,1.8210313407195515,0.0,1.8210313407195515,1.048584870058025e-7
300183.5550033238,3600.0,176.61633748693745,1.8209938114925945,0.0,1.8209938114925945,1.0346073307505158e-7
303783.5550033238,3600.0,178.43729904253914,1.820961555601687,0.0,1.820961555601687,1.0210027338901507e-7
307383.5550033238,3600.0,180.25823287726973,1.820933834730602,0.0,1.820933834730602,1.0077545909035431e-7
310983.5550033238,3600.0,182.07914289063825,1.820910013368529,0.0,1.820910013368529,1.0016146776574961e-7
314583.5550033238,3600.0,183.90003243265966,1.8208895420213973,0.0,1.8208895420213973,1.0737441981017164e-7
318183.5550033238,3600.0,185.72090438457099,1.8208719519113359,0.0,1.8208719519113359,1.1221336349822254e-7
321783.5550033238,3600.0,187.54176122333394,1.8208568387629547,0.0,1.8208568387629547,1.1533100509463241e-7
325383.5550033238,3600.0,189.36260507795475,1.820843854620817,0.0,1.820843854620817,1.172058008706103e-7
328983.5550033238,3600.0,191.18343777810009,1.8208327001453366,0.0,1.8208327001453366,1.1818528810147555e-7
332583.5550033238,3600.0,193.00426089600313,1.8208231179030467,0.0,1.8208231179030467,1.1852191177061025e-7
336183.5550033238,3600.0,194.82507578255957,1.8208148865564422,0.0,1.8208148865564422,1.1839902430498814e-7
339783.5550033238,3600.0,196.64588359840133,1.8208078158417724,0.0,1.8208078158417724,1.1794976282911078e-7
343383.5550033238,3600.0,198.46668534063497,1.8208017422336416,0.0,1.8208017422336416,1.1727075896586554e-7
346983.5550033238,3600.0,200.2874818658411,1.8207965252061418,0.0,1.8207965252061418,1.1643210142463759e-7
350583.5550033238,3600.0,202.10827390985185,1.8207920440107406,0.0,1.8207920440107406,1.1548457765210388e-7
354183.5550033238,3600.0,203.92906210475363,1.8207881949017928,0.0,1.8207881949017928,1.1446493688986527e-7
357783.5550033238,3600.0,205.74984699350173,1.8207848887481164,0.0,1.8207848887481164,1.1339971961248421e-7
361383.5550033238,3600.0,207.57062904248025,1.8207820489785278,0.0,1.8207820489785278,1.1230804294541436e-7
364983.5550033238,3600.0,209.39140865229467,1.8207796098144318,0.0,1.8207796098144318,1.1120362726924719e-7
368583.5550033238,3600.0,211.21218616704553,1.8207775147508674,0.0,1.8207775147508674,1.100962699020824e-7
372183.5550033238,3600.0,213.03296188229558,1.8207757152500423,0.0,1.8207757152500423,1.0899291832513542e-7
375783.5550033238,3600.0,214.85373605191458,1.8207741696190056,0.0,1.8207741696190056,1.0789845210953983e-7
379383.5550033238,3600.0,216.67450889395943,1.8207728420448572,0.0,1.8207728420448572,1.0681625016030468e-7
382983.5550033238,3600.0,218.49528059572535,1.82077170176592,0.0,1.82077170176592,1.0574860592914192e-7
386583.5550033238,3600.0,220.31605131808502,1.8207707223596714,0.0,1.8207707223596714,1.0469702700672328e-7
390183.5550033238,3600.0,222.13682119921566,1.8207698811306319,0.0,1.8207698811306319,1.0366245407650503e-7
393783.5550033238,3600.0,223.95759035780063,1.8207691585849581,0.0,1.8207691585849581,1.0264542249000342e-7
397383.5550033238,3600.0,225.77835889577935,1.820768537978714,0.0,1.820768537978714,1.0164617597691132e-7
400983.5550033238,3600.0,227.5991269007095,1.8207680049301613,0.0,1.8207680049301613,1.0066475208975089e-7
404583.5550033238,3600.0,229.419894447796,1.8207675470864941,0.0,1.8207675470864941,9.970104188326575e-8
408183.5550033238,3600.0,231.24066160163352,1.8207671538375134,0.0,1.8207671538375134,9.875483623714609e-8
411783.5550033238,3600.0,233.06142841770352,1.820766816070005,0.0,1.820766816070005,9.782585668743112e-8
415383.5550033238,3600.0,234.88219494365998,1.82076652595646,0.0,1.82076652595646,9.691377870148843e-8
418983.5550033238,3600.0,236.70296122043356,1.8207662767735853,0.0,1.8207662767735853,9.601824904093345e-8
422583.5550033238,3600.0,238.5237272831803,1.8207660627467297,0.0,1.8207660627467297,9.513889694796792e-8
426183.5550033238,3600.0,240.3444931620962,1.8207658789159065,0.0,1.8207658789159065,9.427534372989195e-8
429783.5550033238,3600.0,242.1652588831171,1.820765721020897,0.0,1.820765721020897,9.342720782214917e-8
433383.5550033238,3600.0,243.9860244685197,1.8207655854025933,0.0,1.8207655854025933,9.259410937161432e-8
436983.5550033238,3600.0,245.80678993743774,1.820765468918035,0.0,1.820765468918035,9.177567395578497e-8
440583.5550033238,3600.0,247.62755530630548,1.8207653688677512,0.0,1.8207653688677512,9.097153364412029e-8
444183.5550033238,3600.0,249.44832058923856,1.8207652829330723,0.0,1.8207652829330723,9.018132895335748e-8
447783.5550033238,3600.0,251.26908579836115,1.8207652091225732,0.0,1.8207652091225732,8.940470908853559e-8
451383.5550033238,3600.0,253.08985094408675,1.8207651457256036,0.0,1.8207651457256036,8.8641333171393e-8
454983.5550033238,3600.0,254.91061603535982,1.8207650912730826,0.0,1.8207650912730826,8.789086935784562e-8
458583.5550033238,3600.0,256.7313810798628,1.8207650445029717,0.0,1.8207650445029717,8.715299668655485e-8
462183.5550033238,3600.0,258.55214608419425,1.8207650043314751,0.0,1.8207650043314751,8.642740319619985e-8
465783.5550033238,3600.0,260.3729110540218,1.8207649698275679,0.0,1.8207649698275679,8.571378639161454e-8
469383.5550033238,3600.0,262.1936759942135,1.8207649401916566,0.0,1.8207649401916566,8.501185400661876e-8
472983.5550033238,3600.0,264.01444090895046,1.8207649147369538,0.0,1.8207649147369538,8.432132206696278e-8
476583.5550033238,3600.0,265.83520580182403,1.8207648928735458,0.0,1.8207648928735458,8.364191562530341e-8
480183.5550033238,3600.0,267.6559706759188,1.8207648740947728,0.0,1.8207648740947728,8.297336846278591e-8
483783.5550033238,3600.0,269.47673553388415,1.8207648579653555,0.0,1.8207648579653555,8.231542305238997e-8
487383.5550033238,3600.0,271.29750037799573,1.8207648441116075,0.0,1.8207648441116075,8.166782911174203e-8
490983.5550033238,3600.0,273.1182652102081,1.8207648322123804,0.0,1.8207648322123804,8.103034472158249e-8
494583.5550033238,3600.0,274.9390300322001,1.8207648219920003,0.0,1.8207648219920003,8.040273485328274e-8
498183.5550033238,3600.0,276.75979484541364,1.8207648132135423,0.0,1.8207648132135423,7.978477206382065e-8
501783.5550033238,3600.0,278.5805596510873,1.8207648056736376,0.0,1.8207648056736376,7.91762359088314e-8
505383.5550033238,3600.0,280.40132445028473,1.8207647991974432,0.0,1.8207647991974432,7.857691202784403e-8
508983.5550033238,3600.0,282.2220892439197,1.8207647936349773,0.0,1.8207647936349773,7.798659314707964e-8
512583.5550033238,3600.0,284.04285403277703,1.8207647888573093,0.0,1.8207647888573093,7.740507753487342e-8
516183.5550033238,3600.0,285.86361881753066,1.8207647847536614,0.0,1.8207647847536614,7.683217018298297e-8
519783.5550033238,3600.0,287.68438359875967,1.820764781229014,0.0,1.820764781229014,7.626768112602521e-8
523383.5550033238,3600.0,289.5051483769613,1.820764778201646,0.0,1.820764778201646,7.571142605451571e-8
526983.5550033238,3600.0,291.32591315256263,1.8207647756013552,0.0,1.8207647756013552,7.516322639266435e-8
530583.5550033238,3600.0,293.1466779259306,1.8207647733679626,0.0,1.8207647733679626,7.462290819458666e-8
534183.5550033238,3600.0,294.96744269738025,1.820764771449653,0.0,1.820764771449653,7.409030281466134e-8
537783.5550033238,3600.0,296.78820746718225,1.8207647698020109,0.0,1.8207647698020109,7.35652461113e-8
