Id,WofBest,NseBest,CccBest,WilmotBest,Efficiency,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,iNonConverge,ΔRunTimeHypix
1.0,0.0,0.9544854564915437,0.9660942142832628,0.9355087940188053,55.0,-3.878729769724032e-5,2.9963897346189016e-6,5376.0,0.0,1222.202550551989,2.120637044529863,0.0,30.261
