Id,WofBest,NseBest,CccBest,WilmotBest,Efficiency,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,iNonConverge,ΔRunTimeHypix
1.0,0.0,0.9371995068949311,0.9621516444468377,0.9268863007541769,66.0,-2.549001834495357e-5,1.9704096506956917e-6,5372.0,0.0,1220.698548292442,2.120637044529863,1.0,18.351
