Id,WofBest,NseBest,Efficiency,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,iNonConverge,ΔRunTimeHypix
1.0,0.0,0.0005122477527311492,58.0,0.00012350274106154302,9.84865432175402e-6,3582.0,0.0,1180.81441799287,2.120637044529863,2.0,10.285
