Layer,0.0cm,10.0cm,20.0cm,30.0cm,40.0cm,50.0cm,60.0cm,70.0cm,80.0cm,90.0cm,100.0cm,200.0cm,300.0cm,400.0cm,500.0cm,600.0cm,700.0cm,800.0cm,900.0cm,1000.0cm,2000.0cm,3000.0cm,4000.0cm,5000.0cm,6000.0cm,7000.0cm,8000.0cm,9000.0cm,10000.0cm,15000.0cm,20000.0cm,30000.0cm,100000.0cm
1.0,0.368,0.3525336649197171,0.32305481844049705,0.29497630065255065,0.2707722742782867,0.25034000145691104,0.23311505577953096,0.2185255216275666,0.20608645883621415,0.19540655245854174,0.18617438851008655,0.13684997010883715,0.11880356346066791,0.11040048759351322,0.1059015870849986,0.10325988775263419,0.10160246408237474,0.1005090942440577,0.09975878571655578,0.09922717441439545,0.09767804195121829,0.09747705200499936,0.09742755021557152,0.0974108849878412,0.09740409842007342,0.09740095218644117,0.09739934880344109,0.09739847028192683,0.09739796047113677,0.0973971812218962,0.09739705968347286,0.09739702098168504,0.09739701454241256
