Layer Cm/H,0.0cm,10.0cm,20.0cm,30.0cm,40.0cm,50.0cm,60.0cm,70.0cm,80.0cm,90.0cm,100.0cm,200.0cm,300.0cm,400.0cm,500.0cm,600.0cm,700.0cm,800.0cm,900.0cm,1000.0cm,2000.0cm,3000.0cm,4000.0cm,5000.0cm,6000.0cm,7000.0cm,8000.0cm,9000.0cm,10000.0cm,15000.0cm,20000.0cm,30000.0cm,100000.0cm
1.0,33.19199999995908,14.495326420333047,5.693426028126358,2.5538242665103206,1.2689610186705507,0.6810417515832327,0.3880515184889471,0.23195547777803768,0.14420702723020964,0.09265300113614677,0.06122112537572343,0.0025508846771581245,0.00027309755214379144,4.707342741511749e-5,1.0889387470037302e-5,3.083560919671377e-6,1.0130903903041182e-6,3.731897255127058e-7,1.505838468336797e-7,6.545866966199956e-8,1.6473505077217754e-10,3.301980852014776e-12,1.7135884382601721e-13,1.553462407159263e-14,2.0395020174247625e-15,3.491140697675772e-16,7.300438609078755e-17,1.7858683684733133e-17,4.957656714673158e-18,2.944041828731626e-20,6.425055885758158e-22,2.2471855181305587e-24,1.8275502162129746e-32
