Id,WofBest,NseBest,CccBest,WilmotBest,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,iNonConverge,Efficiency,ΔRunTimeHypix
1.0,9.72023574e-315,0.9692419912328561,0.9665015502596841,0.9374561184666087,0.0,1.0368131851649025e-8,2.7118994820892732,-1.134216859099979e-6,4.7356937231587613e-7,5159.0,0.0,226.0,45.506
