Id,WofBest,NseBest,Efficiency,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,iNonConverge,ΔRunTimeHypix
1.0,0.0,0.0001500215412761089,399.0,0.010808715700392213,0.004512966321854964,3515.0,0.0,0.0,2.82128928610671,0.0,23.363
