Id,WofBest,NseBest,CccBest,WilmotBest,Efficiency,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,iNonConverge,ΔRunTimeHypix
1.0,0.0,0.9678956142381485,0.9656223866542116,0.9357101296684958,270.0,-0.4194563349940541,-0.17453174644536826,2782.0,0.0,8.202993251263758e-8,2.6840464209030097,0.0,17.58
