Id,Thetas,Thetar,Ks,Sigma,Hm,ThetasMat,SigmaMac,HmMac,Of,Of_ThetaH,Of_Kunsat
1,0.4562945905,0.16916776,0.11999999999999988,2.458614203135015,800.0000000000003,0.4562945905,2.458614203135015,800.0000000000003,0.3163262858575406,0.6268807985872962,0.005771773127785022
3,0.46218262356,0.236380166,0.12,2.191496688384893,800.0000000000003,0.46218262356,2.191496688384893,800.0000000000003,0.34801520971678745,0.681049646860674,0.014980772572900923
