Id,WofBest,NseBest,CccBest,WilmotBest,Efficiency,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,iNonConverge,ΔRunTimeHypix
1.0,0.0,0.8445371668691303,0.9433238988988684,0.9121800394074543,56.0,-0.00019442184449047772,-1.53321295610689e-5,3588.0,0.0,1206.6605744149247,2.1205604009896173,2.0,8.57
