Id,WofBest,NseBest,CccBest,WilmotBest,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,iNonConverge,Efficiency,ΔRunTimeHypix
1.0,8.9754831e-316,0.8822787512690866,0.9352175576160586,0.9062867270844512,0.0,1245.3606303669633,2.120559059981383,-1.7299588911612318e-5,1.3222185066548298e-6,5371.0,2.0,71.0,11.585
