Id,WofBest,NseBest,Efficiency,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,iNonConverge,ΔRunTimeHypix
1.0,0.0,0.0005103747930455022,57.0,1.428448980078656e-5,1.1264906734232965e-6,3587.0,0.0,1205.299476147203,2.1205604009896173,2.0,9.399
